Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Cole Palmer,eng ENG,"MF,FW",Manchester City,20,2002,4.1,20,4.86,11,0,3,4,2,0,1,0.24,1,0,0,0,0,0
Emerson Palmieri,it ITA,DF,West Ham,27,1994,14.7,29,1.98,20,4,1,1,2,1,0,0.00,0,0,0,0,0,0
Lucas Paquetá,br BRA,MF,West Ham,24,1997,23.9,79,3.30,57,1,4,8,6,3,12,0.50,6,0,1,3,2,0
Thomas Partey,gh GHA,MF,Arsenal,29,1993,27.6,71,2.57,62,2,1,2,1,3,6,0.22,6,0,0,0,0,0
Nathan Patterson,sct SCO,"DF,MF",Everton,20,2001,14.2,20,1.41,16,1,0,0,2,1,0,0.00,0,0,0,0,0,0
Ben Pearson,eng ENG,MF,Bournemouth,27,1995,3.2,2,0.63,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,20,2001,0.7,1,1.41,1,0,0,0,0,0,1,1.41,1,0,0,0,0,0
Andreas Pereira,br BRA,MF,Fulham,26,1996,29.9,118,3.94,57,44,2,9,6,0,12,0.40,5,5,0,2,0,0
Ricardo Pereira,pt POR,"DF,MF",Leicester City,28,1993,5.0,15,2.97,14,0,0,0,1,0,1,0.20,1,0,0,0,0,0
Ayoze Pérez,es ESP,"MF,FW",Leicester City,29,1993,4.2,14,3.29,11,2,0,0,1,0,2,0.47,1,0,0,0,1,0
Ivan Perišić,hr CRO,"DF,MF",Tottenham,33,1989,23.4,75,3.20,55,16,1,2,1,0,11,0.47,7,3,1,0,0,0
Romain Perraud,fr FRA,DF,Southampton,24,1997,20.4,38,1.86,23,1,4,8,1,1,5,0.25,3,0,1,0,1,0
Máximo Perrone,ar ARG,MF,Manchester City,19,2003,0.2,1,4.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cameron Peupion,au AUS,MF,Brighton,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kalvin Phillips,eng ENG,MF,Manchester City,26,1995,3.3,7,2.10,5,0,0,2,0,0,1,0.30,1,0,0,0,0,0
Nathaniel Phillips,eng ENG,DF,Liverpool,25,1997,0.7,1,1.36,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jordan Pickford,eng ENG,GK,Everton,28,1994,37.0,10,0.27,4,6,0,0,0,0,1,0.03,1,0,0,0,0,0
Ethan Pinnock,jm JAM,DF,Brentford,29,1993,30.0,25,0.83,18,3,0,3,1,0,5,0.17,5,0,0,0,0,0
Daniel Podence,pt POR,"FW,MF",Wolves,26,1995,19.7,69,3.51,46,9,3,8,2,1,3,0.15,2,0,1,0,0,0
Nick Pope,eng ENG,GK,Newcastle Utd,30,1992,36.2,5,0.14,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Pedro Porro,es ESP,"DF,MF",Tottenham,22,1999,12.6,41,3.26,29,7,1,2,1,1,6,0.48,6,0,0,0,0,0
Dennis Praet,be BEL,"MF,FW",Leicester City,28,1994,7.2,14,1.94,11,2,0,1,0,0,0,0.00,0,0,0,0,0,0
Isaac Price,nir NIR,MF,Everton,18,2003,0.4,2,5.45,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Christian Pulisic,us USA,"FW,DF",Chelsea,23,1998,9.1,24,2.63,21,0,0,3,0,0,3,0.33,3,0,0,0,0,0
Aaron Ramsdale,eng ENG,GK,Arsenal,24,1998,38.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,21,2001,29.3,81,2.76,69,0,4,2,5,1,11,0.38,8,0,1,1,1,0
Marcus Rashford,eng ENG,FW,Manchester Utd,24,1997,32.0,98,3.06,61,1,17,14,4,1,14,0.44,8,0,3,2,1,0
David Raya,es ESP,GK,Brentford,26,1995,38.0,12,0.32,9,3,0,0,0,0,2,0.05,1,1,0,0,0,0
Tim Ream,us USA,DF,Fulham,34,1987,32.2,24,0.75,23,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Nathan Redmond,eng ENG,DF,Southampton,28,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Harrison Reed,eng ENG,MF,Fulham,27,1995,31.8,74,2.32,64,2,2,3,3,0,7,0.22,6,0,1,0,0,0
Bobby Reid,jm JAM,"FW,DF",Fulham,29,1993,27.5,54,1.96,36,1,3,5,7,2,3,0.11,1,0,0,1,0,1
Declan Rice,eng ENG,MF,West Ham,23,1999,36.4,100,2.75,86,7,1,1,2,3,6,0.16,6,0,0,0,0,0
Chris Richards,us USA,DF,Crystal Palace,22,2000,5.0,2,0.40,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Richarlison,br BRA,"MF,FW",Tottenham,25,1997,11.2,35,3.12,22,0,1,4,8,0,5,0.45,3,0,0,0,2,0
Jaïro Riedewald,nl NED,"DF,MF",Crystal Palace,25,1996,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matt Ritchie,sct SCO,"FW,MF",Newcastle Utd,32,1989,0.4,1,2.31,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Andrew Robertson,sct SCO,DF,Liverpool,28,1994,28.7,95,3.31,59,27,1,4,1,3,13,0.45,9,4,0,0,0,0
Antonee Robinson,us USA,DF,Fulham,24,1997,34.3,58,1.69,52,2,2,0,1,1,6,0.17,4,0,1,0,1,0
Joel Robles,es ESP,GK,Leeds United,32,1990,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Marc Roca,es ESP,MF,Leeds United,25,1996,25.7,52,2.02,34,10,2,3,2,1,4,0.16,1,1,0,1,1,0
Marek Rodák,sk SVK,GK,Fulham,25,1996,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rodri,es ESP,MF,Manchester City,26,1996,32.3,92,2.84,80,0,4,6,1,1,10,0.31,10,0,0,0,0,0
Rodrigo,es ESP,"FW,MF",Leeds United,31,1991,21.5,45,2.09,30,0,4,8,2,1,4,0.19,2,0,0,2,0,0
Mads Roerslev,dk DEN,DF,Brentford,23,1999,12.3,13,1.06,13,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Cristian Romero,ar ARG,DF,Tottenham,24,1998,26.3,24,0.91,22,0,0,0,1,1,4,0.15,3,0,0,0,1,0
Oriol Romeu,es ESP,MF,Southampton,30,1991,0.8,3,3.65,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Cristiano Ronaldo,pt POR,FW,Manchester Utd,37,1985,5.8,10,1.71,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Connor Ronan,ie IRL,MF,Wolves,24,1998,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Salomón Rondón,ve VEN,FW,Everton,32,1989,1.2,4,3.30,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joe Rothwell,eng ENG,MF,Bournemouth,27,1995,11.3,24,2.12,16,6,1,1,0,0,2,0.18,1,1,0,0,0,0
Georginio Rutter,fr FRA,"FW,MF",Leeds United,20,2002,3.0,6,1.99,5,0,0,0,1,0,1,0.33,1,0,0,0,0,0
José Sá,pt POR,GK,Wolves,29,1993,36.0,1,0.03,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Marcel Sabitzer,at AUT,MF,Manchester Utd,28,1994,7.0,20,2.87,16,1,0,1,2,0,3,0.43,3,0,0,0,0,0
Allan Saint-Maximin,fr FRA,FW,Newcastle Utd,25,1997,12.4,65,5.22,49,0,10,3,3,0,10,0.80,7,0,2,0,1,0
Bukayo Saka,eng ENG,FW,Arsenal,20,2001,35.3,161,4.56,106,27,8,11,7,2,28,0.79,20,4,2,1,0,1
Mohamed Salah,eg EGY,FW,Liverpool,30,1992,36.6,140,3.83,106,2,12,12,6,2,24,0.66,17,1,0,2,3,1
William Saliba,fr FRA,DF,Arsenal,21,2001,26.8,14,0.52,11,2,1,0,0,0,2,0.07,2,0,0,0,0,0
Mohammed Salisu,gh GHA,DF,Southampton,23,1999,21.9,25,1.14,16,5,1,3,0,0,3,0.14,1,1,0,1,0,0
Albert Sambi Lokonga,be BEL,MF,Arsenal,22,1999,2.2,4,1.82,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Albert Sambi Lokonga,be BEL,MF,Crystal Palace,22,1999,6.0,6,1.01,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Davinson Sánchez,co COL,DF,Tottenham,26,1996,9.5,5,0.53,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robert Sánchez,es ESP,GK,Brighton,24,1997,23.0,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,22,2000,18.7,87,4.64,80,1,4,2,0,0,9,0.48,7,0,2,0,0,0
Morgan Sanson,fr FRA,MF,Aston Villa,27,1994,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pablo Sarabia,es ESP,"FW,MF",Wolves,30,1992,8.5,31,3.65,21,5,0,5,0,0,0,0.00,0,0,0,0,0,0
Jeremy Sarmiento,ec ECU,MF,Brighton,20,2002,2.0,10,5.11,6,0,1,2,1,0,2,1.02,2,0,0,0,0,0
Gianluca Scamacca,it ITA,FW,West Ham,23,1999,10.3,24,2.33,20,0,1,2,0,1,1,0.10,1,0,0,0,0,0
Gustavo Scarpa,br BRA,"MF,FW",Nott'ham Forest,28,1994,2.0,10,4.97,3,1,1,1,3,1,0,0.00,0,0,0,0,0,0
Kevin Schade,de GER,FW,Brentford,20,2001,8.1,27,3.32,15,0,6,2,4,0,4,0.49,3,0,1,0,0,0
Fabian Schär,ch SUI,DF,Newcastle Utd,30,1991,35.6,59,1.66,43,0,2,9,2,3,8,0.22,5,0,0,0,1,2
Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,29,1992,28.1,44,1.56,34,0,3,5,1,1,5,0.18,2,0,0,1,1,1
Nélson Semedo,pt POR,DF,Wolves,28,1993,29.2,35,1.20,28,0,0,4,3,0,3,0.10,3,0,0,0,0,0
Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,22,2000,2.9,7,2.44,3,0,2,1,1,0,0,0.00,0,0,0,0,0,0
Marcos Senesi,ar ARG,DF,Bournemouth,25,1997,27.7,16,0.58,14,1,0,1,0,0,3,0.11,3,0,0,0,0,0
Ryan Sessegnon,eng ENG,DF,Tottenham,22,2000,9.0,23,2.55,16,0,0,5,1,1,2,0.22,1,0,0,1,0,0
Luke Shaw,eng ENG,DF,Manchester Utd,27,1995,28.4,67,2.36,50,9,3,1,4,0,7,0.25,6,0,0,0,1,0
Jonjo Shelvey,eng ENG,MF,Newcastle Utd,30,1992,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jonjo Shelvey,eng ENG,MF,Nott'ham Forest,30,1992,6.0,16,2.67,11,4,0,1,0,0,0,0.00,0,0,0,0,0,0
Bernardo Silva,pt POR,"MF,FW",Manchester City,27,1994,24.5,75,3.06,65,1,4,1,3,1,12,0.49,11,0,0,0,1,0
Thiago Silva,br BRA,DF,Chelsea,37,1984,26.1,18,0.69,16,1,0,1,0,0,2,0.08,2,0,0,0,0,0
Ellis Simms,eng ENG,FW,Everton,21,2001,2.5,6,2.37,4,0,1,1,0,0,2,0.79,1,0,1,0,0,0
Luis Sinisterra,co COL,FW,Leeds United,23,1999,9.6,33,3.43,26,0,2,2,2,1,2,0.21,0,0,1,0,0,1
Oliver Skipp,eng ENG,MF,Tottenham,21,2000,16.6,27,1.63,24,0,0,0,2,1,1,0.06,0,0,0,0,1,0
Adam Smith,eng ENG,DF,Bournemouth,31,1991,32.7,29,0.89,25,1,0,2,0,1,2,0.06,2,0,0,0,0,0
Emile Smith Rowe,eng ENG,"MF,FW",Arsenal,22,2000,1.9,9,4.68,6,1,0,2,0,0,1,0.52,1,0,0,0,0,0
Cédric Soares,pt POR,DF,Arsenal,30,1991,0.3,1,3.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cédric Soares,pt POR,DF,Fulham,30,1991,2.2,4,1.82,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,24,1997,31.8,61,1.92,36,1,11,10,2,1,13,0.41,10,1,0,2,0,0
Manor Solomon,il ISR,FW,Fulham,23,1999,6.4,11,1.73,11,0,0,0,0,0,2,0.31,2,0,0,0,0,0
Tomáš Souček,cz CZE,MF,West Ham,27,1995,31.3,52,1.66,41,0,0,8,1,2,3,0.10,2,0,0,1,0,0
Boubakary Soumaré,fr FRA,MF,Leicester City,23,1999,18.1,23,1.27,22,0,1,0,0,0,1,0.06,1,0,0,0,0,0
Harry Souttar,au AUS,DF,Leicester City,23,1998,11.0,8,0.73,4,0,2,2,0,0,2,0.18,1,0,0,1,0,0
Çağlar Söyüncü,tr TUR,DF,Leicester City,26,1996,5.9,2,0.34,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Djed Spence,eng ENG,"FW,DF",Tottenham,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jack Stacey,eng ENG,DF,Bournemouth,26,1996,3.3,1,0.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Junior Stanislas,eng ENG,MF,Bournemouth,32,1989,0.7,4,5.90,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jay Stansfield,eng ENG,FW,Fulham,19,2002,1.0,4,4.14,1,0,0,2,1,0,1,1.03,0,0,0,1,0,0
Jason Steele,eng ENG,GK,Brighton,31,1990,15.0,6,0.40,6,0,0,0,0,0,2,0.13,2,0,0,0,0,0
Jack Stephens,eng ENG,DF,Southampton,28,1994,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jack Stephens,eng ENG,DF,Bournemouth,28,1994,13.0,10,0.77,9,0,0,1,0,0,1,0.08,1,0,0,0,0,0
Raheem Sterling,eng ENG,"FW,MF",Chelsea,27,1994,21.0,68,3.23,53,0,7,3,4,1,4,0.19,3,0,1,0,0,0
John Stones,eng ENG,"DF,MF",Manchester City,28,1994,20.5,16,0.78,12,1,0,3,0,0,5,0.24,4,0,0,1,0,0
Pascal Struijk,nl NED,DF,Leeds United,22,1999,24.4,35,1.43,25,4,0,5,0,1,2,0.08,0,0,0,2,0,0
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,20,2002,10.7,40,3.72,24,0,9,4,1,2,3,0.28,2,0,1,0,0,0
Crysencio Summerville,nl NED,FW,Leeds United,20,2001,15.8,49,3.09,29,1,3,4,10,2,5,0.32,3,0,0,0,1,1
Sam Surridge,eng ENG,FW,Nott'ham Forest,24,1998,3.6,4,1.11,3,0,0,1,0,0,1,0.28,1,0,0,0,0,0
Japhet Tanganga,eng ENG,DF,Tottenham,23,1999,1.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Matt Targett,eng ENG,DF,Newcastle Utd,26,1995,6.8,17,2.51,12,5,0,0,0,0,0,0.00,0,0,0,0,0,0
James Tarkowski,eng ENG,DF,Everton,29,1992,38.0,23,0.61,17,0,0,5,0,1,2,0.05,1,0,0,1,0,0
Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,23,1999,19.4,48,2.48,31,7,5,3,2,0,8,0.41,3,2,1,2,0,0
Tetê,br BRA,FW,Leicester City,22,2000,8.2,28,3.43,15,3,7,2,1,0,2,0.25,0,0,2,0,0,0
Kenny Tete,nl NED,DF,Fulham,26,1995,28.5,49,1.72,39,5,0,0,3,2,12,0.42,11,1,0,0,0,0
Luke Thomas,eng ENG,DF,Leicester City,21,2001,11.9,16,1.34,11,2,0,1,0,2,2,0.17,1,0,0,1,0,0
Youri Tielemans,be BEL,MF,Leicester City,25,1997,26.0,78,2.99,64,4,1,7,1,1,4,0.15,2,1,0,1,0,0
Kieran Tierney,sct SCO,DF,Arsenal,25,1997,8.8,12,1.36,10,0,1,1,0,0,4,0.45,4,0,0,0,0,0
Harry Toffolo,eng ENG,DF,Nott'ham Forest,26,1995,10.4,19,1.82,14,3,1,0,0,1,0,0.00,0,0,0,0,0,0
Takehiro Tomiyasu,jp JPN,DF,Arsenal,23,1998,7.4,10,1.36,8,2,0,0,0,0,2,0.27,2,0,0,0,0,0
James Tomkins,eng ENG,DF,Crystal Palace,33,1989,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Ivan Toney,eng ENG,FW,Brentford,26,1996,32.8,66,2.01,39,4,4,5,14,0,8,0.24,3,0,1,0,4,0
Adama Traoré,es ESP,"FW,MF",Wolves,26,1996,16.6,44,2.65,37,0,2,2,3,0,4,0.24,2,0,0,2,0,0
Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,26,1995,2.6,4,1.55,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Boubacar Traoré,ml MLI,MF,Wolves,20,2001,4.6,6,1.32,6,0,0,0,0,0,2,0.44,2,0,0,0,0,0
Mark Travers,ie IRL,GK,Bournemouth,23,1999,11.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kieran Trippier,eng ENG,DF,Newcastle Utd,31,1990,37.1,178,4.79,79,94,1,1,2,1,10,0.27,6,4,0,0,0,0
Leandro Trossard,be BEL,FW,Arsenal,27,1994,10.3,34,3.29,23,7,1,1,2,0,9,0.87,8,1,0,0,0,0
Leandro Trossard,be BEL,"FW,MF",Brighton,27,1994,14.6,51,3.49,39,0,7,4,1,0,9,0.62,5,0,3,0,1,0
Kostas Tsimikas,gr GRE,DF,Liverpool,26,1996,8.6,27,3.14,12,13,0,2,0,0,4,0.47,3,1,0,0,0,0
Deniz Undav,de GER,"FW,MF",Brighton,26,1996,7.0,22,3.15,14,0,1,6,0,1,4,0.57,0,0,1,2,0,1
Yan Valery,tn TUN,DF,Southampton,23,1999,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Virgil van Dijk,nl NED,DF,Liverpool,31,1991,31.5,22,0.70,17,0,0,4,0,1,3,0.10,2,0,0,1,0,0
Raphaël Varane,fr FRA,DF,Manchester Utd,29,1993,21.2,17,0.80,12,1,0,3,0,1,0,0.00,0,0,0,0,0,0
Jamie Vardy,eng ENG,FW,Leicester City,35,1987,20.6,34,1.65,23,0,6,3,2,0,7,0.34,5,0,1,0,1,0
Joël Veltman,nl NED,DF,Brighton,30,1992,24.3,36,1.48,30,4,0,1,0,1,4,0.16,3,0,0,1,0,0
Fabio Vieira,pt POR,"MF,FW",Arsenal,22,2000,5.7,23,4.03,17,2,2,2,0,0,3,0.53,3,0,0,0,0,0
Matías Viña,uy URU,DF,Bournemouth,24,1997,5.1,8,1.57,7,0,1,0,0,0,2,0.39,2,0,0,0,0,0
Rúben Vinagre,pt POR,"DF,MF",Everton,23,1999,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Carlos Vinícius,br BRA,FW,Fulham,27,1995,12.3,16,1.30,13,0,2,0,1,0,6,0.49,5,0,1,0,0,0
Theo Walcott,eng ENG,"FW,MF",Southampton,33,1989,12.5,28,2.23,23,0,0,4,1,0,2,0.16,2,0,0,0,0,0
Kyle Walker,eng ENG,DF,Manchester City,32,1990,21.8,25,1.15,22,2,0,0,0,1,3,0.14,3,0,0,0,0,0
Kyle Walker-Peters,eng ENG,DF,Southampton,25,1997,29.4,53,1.80,33,4,8,3,4,1,3,0.10,1,1,0,0,0,1
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,24,1997,15.9,30,1.88,29,0,0,1,0,0,1,0.06,1,0,0,0,0,0
Danny Ward,wls WAL,GK,Leicester City,29,1993,26.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joel Ward,eng ENG,DF,Crystal Palace,32,1989,25.1,22,0.88,17,0,1,1,3,0,1,0.04,0,0,0,1,0,0
James Ward-Prowse,eng ENG,MF,Southampton,27,1994,37.5,127,3.39,62,59,1,3,1,1,9,0.24,3,3,1,2,0,0
Ollie Watkins,eng ENG,FW,Aston Villa,26,1995,34.7,79,2.27,51,0,6,11,11,0,14,0.40,6,0,2,5,1,0
Adam Webster,eng ENG,DF,Brighton,27,1995,22.1,20,0.91,19,1,0,0,0,0,1,0.05,1,0,0,0,0,0
Wout Weghorst,nl NED,"FW,MF",Manchester Utd,29,1992,8.9,27,3.05,22,0,1,2,1,1,2,0.23,2,0,0,0,0,0
Danny Welbeck,eng ENG,FW,Brighton,31,1990,20.6,65,3.16,49,0,5,6,4,1,9,0.44,5,0,1,1,2,0
Ben White,eng ENG,DF,Arsenal,24,1997,33.9,64,1.89,56,7,0,0,1,0,13,0.38,12,1,0,0,0,0
Harvey White,eng ENG,MF,Tottenham,20,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Joseph Whitworth,eng ENG,GK,Crystal Palace,18,2004,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Neco Williams,wls WAL,DF,Nott'ham Forest,21,2001,20.9,39,1.86,23,4,4,2,3,3,2,0.10,1,0,0,1,0,0
Willian,br BRA,FW,Fulham,33,1988,23.6,105,4.44,71,16,5,8,4,1,12,0.51,7,3,1,1,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,22,1999,28.4,85,2.99,67,0,7,7,3,1,9,0.32,6,0,1,1,1,0
Callum Wilson,eng ENG,FW,Newcastle Utd,30,1992,20.9,43,2.06,24,0,6,7,6,0,10,0.48,5,0,3,2,0,0
Harry Wilson,wls WAL,FW,Fulham,25,1997,12.2,32,2.62,18,2,1,3,8,0,9,0.74,4,0,0,1,4,0
Yoane Wissa,cd COD,FW,Brentford,25,1996,17.8,36,2.02,29,0,1,2,3,1,6,0.34,4,0,0,0,1,1
Maximilian Wöber,at AUT,DF,Leeds United,24,1998,14.1,12,0.85,8,2,0,2,0,0,1,0.07,1,0,0,0,0,0
Chris Wood,nz NZL,FW,Newcastle Utd,30,1991,5.0,5,1.01,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Chris Wood,nz NZL,FW,Nott'ham Forest,30,1991,4.1,6,1.45,4,0,0,1,1,0,0,0.00,0,0,0,0,0,0
Joe Worrall,eng ENG,DF,Nott'ham Forest,25,1997,24.7,16,0.65,14,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Granit Xhaka,ch SUI,MF,Arsenal,29,1992,33.3,110,3.31,94,3,5,4,3,1,17,0.51,16,0,0,1,0,0
Ryan Yates,eng ENG,MF,Nott'ham Forest,24,1997,20.4,24,1.18,18,0,0,4,2,0,3,0.15,1,0,0,2,0,0
Ashley Young,eng ENG,DF,Aston Villa,37,1985,22.6,40,1.77,34,3,2,1,0,0,2,0.09,2,0,0,0,0,0
Illia Zabarnyi,ua UKR,DF,Bournemouth,19,2002,3.3,1,0.30,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,29,1992,25.4,91,3.58,57,0,12,4,17,1,7,0.28,6,0,0,1,0,0
Denis Zakaria,ch SUI,MF,Chelsea,25,1996,4.6,2,0.44,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Jordan Zemura,zw ZIM,DF,Bournemouth,22,1999,16.2,35,2.17,25,0,6,2,2,0,2,0.12,2,0,0,0,0,0
Oleksandr Zinchenko,ua UKR,DF,Arsenal,25,1996,23.5,56,2.38,49,1,0,4,1,1,4,0.17,3,0,0,1,0,0
Hakim Ziyech,ma MAR,"FW,MF",Chelsea,29,1993,7.3,32,4.36,25,4,1,0,1,1,3,0.41,2,1,0,0,0,0
Kurt Zouma,fr FRA,DF,West Ham,27,1994,22.1,9,0.41,7,1,0,1,0,0,2,0.09,1,0,0,1,0,0
Martin Ødegaard,no NOR,MF,Arsenal,23,1998,34.7,163,4.69,123,15,4,12,6,3,17,0.49,15,0,0,2,0,0
