Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
Adolfo Gaich,ar ARG,FW,Hellas Verona,it Serie A,23,1999,8.1,165,160,4,0,0,0,0,0,0,0,0,0,94,1,4
Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,23,1999,16.2,392,381,9,0,3,0,17,2,4,3,0,0,293,2,11
Javi Galán,es ESP,DF,Celta Vigo,es La Liga,27,1994,35.1,2039,1600,427,56,2,19,162,344,27,15,7,0,1577,12,47
Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,28,1993,27.2,1243,1178,58,35,5,18,54,1,22,3,13,0,1016,7,20
Pablo Galdames Millán,cl CHI,MF,Cremonese,it Serie A,25,1996,8.2,302,267,35,16,2,9,22,3,12,2,6,0,211,0,9
Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,22,2000,18.0,871,818,50,13,1,6,49,10,21,9,7,0,706,3,29
Antonino Gallo,it ITA,DF,Lecce,it Serie A,22,2000,27.6,1254,980,267,20,0,14,89,247,0,0,0,0,843,7,24
Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,29,1993,29.6,951,599,349,108,0,5,0,0,0,0,0,0,633,3,0
Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,32,1989,16.4,684,572,109,2,1,3,43,107,0,0,0,0,458,3,12
Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,35,1987,23.3,747,706,39,1,8,1,19,3,0,0,0,0,591,2,30
Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,32,1989,28.6,1226,1205,17,13,1,4,10,3,0,0,0,0,1025,4,23
Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,23,1999,16.9,349,335,12,1,1,2,22,1,0,0,0,0,212,2,16
Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,23,1999,0.7,11,9,2,0,0,0,0,0,0,0,0,0,10,0,0
Silvère Ganvoula M'Boussy,cg CGO,"FW,MF",Bochum,de Bundesliga,26,1996,2.7,87,82,5,0,0,0,1,0,0,0,0,0,49,0,1
Aleix García,es ESP,MF,Girona,es La Liga,25,1997,26.0,1657,1441,203,101,3,43,179,13,88,35,42,1,1370,13,22
Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,29,1992,31.9,1036,968,61,4,1,4,159,53,4,2,0,0,664,7,49
Borja García,es ESP,"MF,FW",Girona,es La Liga,31,1990,7.5,281,270,10,3,3,0,17,0,6,6,0,0,217,1,7
Carlos García,es ESP,DF,Cádiz,es La Liga,22,2000,0.3,24,23,1,1,0,0,0,0,0,0,0,0,20,0,0
Dani García,es ESP,MF,Athletic Club,es La Liga,32,1990,16.5,720,688,29,28,3,7,5,0,0,0,0,0,571,3,8
David García,es ESP,DF,Osasuna,es La Liga,28,1994,29.8,1424,1385,38,36,1,14,2,2,0,0,0,0,1152,1,8
Eric García,es ESP,"DF,MF",Barcelona,es La Liga,21,2001,15.7,1257,1205,50,33,2,13,0,16,0,0,0,0,1142,2,8
Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,22,1999,37.9,2071,1688,379,24,1,8,156,355,0,0,0,0,1626,4,61
Joan García,es ESP,GK,Espanyol,es La Liga,21,2001,1.0,30,26,4,1,0,0,0,0,0,0,0,0,26,0,0
Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,36,1986,10.7,318,306,10,2,1,3,13,4,0,0,0,0,199,2,9
Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,29,1993,12.9,567,493,71,30,6,5,79,3,35,16,14,2,411,3,15
Unai García,es ESP,DF,Osasuna,es La Liga,30,1992,19.0,803,759,44,34,0,27,3,9,0,0,0,0,638,0,3
Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,18,2004,6.3,187,187,0,0,0,2,2,0,0,0,0,0,150,0,7
James Garner,eng ENG,"MF,DF",Everton,eng Premier League,21,2001,8.9,353,310,41,6,0,2,37,16,17,15,2,0,256,2,9
Felix Garreta,es ESP,DF,Betis,es La Liga,18,2004,1.0,40,38,1,1,0,0,0,0,0,0,0,0,34,1,0
Aleix Garrido,es ESP,FW,Barcelona,es La Liga,18,2004,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
Sékou Gassama,sn SEN,FW,Valladolid,es La Liga,27,1995,0.4,9,7,2,0,0,0,0,0,0,0,0,0,7,0,0
Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,34,1988,28.9,2103,1900,200,144,3,23,67,10,46,23,12,2,1743,3,24
Federico Gatti,it ITA,DF,Juventus,it Serie A,24,1998,16.1,957,923,31,21,0,23,3,8,0,0,0,0,808,3,11
Gavi,es ESP,"MF,FW",Barcelona,es La Liga,17,2004,28.1,1206,1157,45,13,8,13,38,9,0,0,0,0,1026,4,27
Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,30,1992,28.0,1070,738,326,83,0,3,0,0,0,0,0,0,783,6,0
David de Gea,es ESP,GK,Manchester Utd,eng Premier League,31,1990,38.0,1218,968,243,64,1,3,0,0,0,0,0,0,866,7,1
Dario Gebuhr,de GER,DF,Eint Frankfurt,de Bundesliga,19,2003,0.2,13,12,0,0,0,0,0,0,0,0,0,0,10,1,1
Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,24,1998,21.7,852,741,107,42,2,4,49,3,42,7,26,1,697,4,17
Joe Gelhardt,eng ENG,FW,Leeds United,eng Premier League,20,2002,2.4,67,62,3,0,1,0,1,0,0,0,0,0,43,2,4
Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,22,2000,34.5,1448,1076,367,15,1,8,74,352,0,0,0,0,1031,5,33
Denis Genreau,au AUS,MF,Toulouse,fr Ligue 1,23,1999,7.3,323,313,10,1,0,2,16,4,0,0,0,0,243,0,17
Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,28,1994,20.7,674,639,30,13,2,4,18,5,3,2,1,0,503,5,25
Valère Germain,fr FRA,"FW,MF",Montpellier,fr Ligue 1,32,1990,7.6,214,202,11,0,1,0,6,1,0,0,0,0,147,1,8
Gerson,br BRA,MF,Marseille,fr Ligue 1,25,1997,4.6,185,177,7,1,0,1,3,5,1,0,0,0,150,1,7
Ismaël Gharbi,es ESP,"MF,FW",Paris S-G,fr Ligue 1,18,2004,0.6,36,33,3,2,0,0,0,0,1,0,0,0,32,0,0
Paolo Ghiglione,it ITA,DF,Cremonese,it Serie A,25,1997,7.9,285,227,58,1,0,2,39,55,2,0,2,0,159,0,11
Saman Ghoddos,ir IRN,"MF,FW",Brentford,eng Premier League,28,1993,1.5,79,68,11,3,1,0,7,3,4,1,3,0,59,0,1
Faouzi Ghoulam,dz ALG,DF,Angers,fr Ligue 1,31,1991,5.3,329,242,86,22,0,1,38,48,15,3,12,0,233,1,10
Morgan Gibbs-White,eng ENG,"FW,MF",Wolves,eng Premier League,22,2000,2.0,95,88,7,2,0,1,8,1,4,0,3,0,75,0,2
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,22,2000,33.0,1078,891,171,62,16,8,161,5,94,43,44,1,659,16,30
Niko Gießelmann,de GER,DF,Union Berlin,de Bundesliga,30,1991,14.5,744,521,221,23,0,3,88,165,33,21,6,0,496,2,25
Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,28,1993,20.9,1130,1077,51,32,0,1,1,6,0,0,0,0,985,2,2
Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,34,1987,23.0,1152,829,321,87,0,3,0,0,0,0,0,0,846,2,1
Bryan Gil,es ESP,"MF,FW",Tottenham,eng Premier League,21,2001,1.6,60,57,3,1,0,0,2,1,0,0,0,0,47,0,3
Bryan Gil,es ESP,"FW,DF",Sevilla,es La Liga,21,2001,10.2,374,330,40,3,0,2,29,32,5,0,1,0,284,4,17
David Gil,es ESP,GK,Cádiz,es La Liga,28,1994,4.0,129,75,54,18,0,1,0,0,0,0,0,0,66,0,0
Óscar Gil,es ESP,DF,Espanyol,es La Liga,25,1997,28.4,991,737,252,16,1,3,38,236,0,0,0,0,757,2,34
Mario Gila,es ESP,DF,Lazio,it Serie A,21,2000,1.0,61,56,5,3,0,0,0,2,0,0,0,0,56,0,0
Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,21,2001,5.6,408,403,2,2,2,1,2,0,0,0,0,0,364,3,3
Álvaro Giménez,es ESP,FW,Cádiz,es La Liga,31,1991,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,18,2004,1.5,90,87,3,1,0,0,0,2,0,0,0,0,75,0,3
Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,28,1994,34.0,1903,1826,68,58,2,12,8,4,0,0,0,0,1566,9,10
Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,30,1992,35.0,1750,1702,43,40,1,16,9,3,0,0,0,0,1445,5,12
Olivier Giroud,fr FRA,FW,Milan,it Serie A,35,1986,23.8,560,527,32,2,1,1,5,1,0,0,0,0,351,1,13
Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,27,1995,21.6,873,830,37,0,4,1,39,14,9,4,5,0,693,6,22
Degnand Gnonto,it ITA,"FW,MF",Leeds United,eng Premier League,18,2003,15.0,512,482,26,1,4,0,42,13,10,2,1,0,370,4,35
Ben Godfrey,eng ENG,DF,Everton,eng Premier League,24,1998,8.9,281,232,48,1,0,0,7,47,0,0,0,0,182,1,9
Pierluigi Gollini,it ITA,GK,Fiorentina,it Serie A,27,1995,3.0,126,111,15,4,0,0,0,0,0,0,0,0,96,0,0
Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,27,1995,4.0,159,123,36,5,0,1,0,0,0,0,0,0,136,0,0
Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,26,1996,27.4,1099,989,103,26,8,8,111,17,60,23,31,1,769,7,35
André Gomes,pt POR,MF,Lille,fr Ligue 1,29,1993,18.1,1334,1305,25,18,3,13,11,5,2,0,2,0,1179,4,22
Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,21,2000,31.3,1767,1699,64,35,8,24,49,1,26,11,10,0,1517,4,18
João Gomes,br BRA,MF,Wolves,eng Premier League,21,2001,7.3,322,307,14,11,0,3,8,1,1,0,0,0,250,1,9
Toti Gomes,pt POR,DF,Wolves,eng Premier League,23,1999,10.9,555,499,55,7,0,5,9,48,0,0,0,0,460,1,5
Dani Gómez,es ESP,"MF,FW",Espanyol,es La Liga,24,1998,1.0,17,16,1,0,0,0,2,1,0,0,0,0,13,0,2
Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,25,1997,16.3,1361,1316,39,6,2,11,4,30,0,0,0,0,1166,6,5
Maxi Gómez,uy URU,FW,Valencia,es La Liga,25,1996,1.2,14,13,1,0,0,0,0,0,0,0,0,0,9,0,0
Moi Gómez,es ESP,"MF,FW",Osasuna,es La Liga,28,1994,27.3,1559,1413,140,71,1,34,115,6,62,26,26,0,1314,6,26
Papu Gómez,ar ARG,"FW,MF",Sevilla,es La Liga,34,1988,11.8,535,500,34,8,2,8,40,13,11,3,2,0,450,1,6
Sergi Gómez,es ESP,DF,Espanyol,es La Liga,30,1992,26.0,1132,1070,59,49,0,11,3,7,0,0,0,0,968,3,3
Sergio Gómez,es ESP,"DF,MF",Manchester City,eng Premier League,21,2000,3.9,317,287,30,5,0,0,8,22,3,0,3,0,279,0,7
Antonio Gomis,es ESP,GK,Atlético Madrid,es La Liga,19,2003,0.1,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0
Maxime Gonalons,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1989,16.1,835,801,31,30,1,21,3,1,0,0,0,0,736,3,12
Diego González,es ESP,DF,Elche,es La Liga,27,1995,10.6,382,351,31,18,0,2,1,13,0,0,0,0,299,0,6
Édgar González,es ESP,DF,Betis,es La Liga,25,1997,19.7,892,867,22,22,0,2,0,0,0,0,0,0,792,3,7
Giovanni González,uy URU,DF,Mallorca,es La Liga,27,1994,10.3,428,363,64,2,0,0,20,62,0,0,0,0,336,1,5
Joan Gonzàlez,es ESP,MF,Lecce,it Serie A,20,2002,24.4,782,733,45,7,3,9,26,13,1,0,0,0,598,4,16
Nicolás González,ar ARG,"FW,MF",Fiorentina,it Serie A,24,1998,15.0,571,542,25,9,1,12,31,14,2,0,0,0,381,4,19
Nicolás González,es ESP,MF,Valencia,es La Liga,20,2002,15.6,778,748,28,26,2,5,3,1,0,0,0,0,676,2,8
Oumar Gonzalez,cm CMR,DF,Ajaccio,fr Ligue 1,24,1998,28.6,1102,1058,43,41,1,1,3,2,0,0,0,0,899,1,5
Roberto González,es ESP,"FW,MF",Betis,es La Liga,21,2001,0.6,29,22,7,1,0,0,5,0,6,1,2,0,25,0,1
Jacek Góralski,pl POL,MF,Bochum,de Bundesliga,29,1992,1.6,39,35,4,4,0,1,0,0,0,0,0,0,31,0,1
Anthony Gordon,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,21,2001,5.4,198,191,4,1,2,0,9,1,2,2,0,0,162,3,4
Anthony Gordon,eng ENG,FW,Everton,eng Premier League,21,2001,12.2,280,272,7,0,1,1,25,1,2,2,0,0,193,1,10
Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,27,1995,19.2,1012,984,24,18,4,2,10,4,0,0,0,0,826,4,13
Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,25,1996,19.0,1049,834,213,29,0,2,41,184,0,0,0,0,888,2,20
Robin Gosens,de GER,DF,Inter,it Serie A,28,1994,13.2,660,570,86,1,1,3,43,85,0,0,0,0,506,4,14
Mario Götze,de GER,MF,Eint Frankfurt,de Bundesliga,30,1992,30.4,1527,1397,119,28,12,9,102,14,38,15,13,1,1130,11,48
Amine Gouiri,fr FRA,"FW,MF",Nice,fr Ligue 1,22,2000,2.5,74,66,6,1,0,0,6,0,3,3,0,0,53,2,7
Amine Gouiri,fr FRA,"FW,MF",Rennes,fr Ligue 1,22,2000,28.0,742,718,22,0,5,2,10,1,0,0,0,0,588,2,26
Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,31,1991,31.1,1481,1375,95,89,7,12,8,5,0,0,0,0,1036,11,16
Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,29,1992,31.4,2093,2016,71,57,4,14,15,8,0,0,0,0,1875,6,14
José Gragera,es ESP,"MF,DF",Espanyol,es La Liga,21,2000,5.1,208,200,8,7,0,1,0,1,0,0,0,0,178,0,0
Alberto Grassi,it ITA,MF,Empoli,it Serie A,27,1995,13.3,559,538,19,19,0,1,0,0,0,0,0,0,453,2,8
Ryan Gravenberch,nl NED,MF,Bayern Munich,de Bundesliga,20,2002,6.4,373,365,6,1,0,3,6,2,3,1,2,0,326,2,9
Andrew Gravillon,gp GLP,DF,Torino,it Serie A,24,1998,3.5,163,156,6,4,0,3,3,2,0,0,0,0,131,1,1
Andrew Gravillon,gp GLP,DF,Reims,fr Ligue 1,24,1998,11.5,445,384,58,19,2,5,16,39,0,0,0,0,330,3,7
Demarai Gray,jm JAM,"FW,MF",Everton,eng Premier League,26,1996,27.9,838,666,172,57,2,8,173,7,74,53,20,0,579,0,38
Adrian Grbić,at AUT,"MF,FW",Lorient,fr Ligue 1,25,1996,0.3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
Ivo Grbić,hr CRO,GK,Atlético Madrid,es La Liga,26,1996,10.2,330,207,122,23,0,0,0,0,0,0,0,0,219,1,0
Jack Grealish,eng ENG,FW,Manchester City,eng Premier League,26,1995,22.8,1072,1011,56,7,6,8,53,25,24,12,0,1,902,5,35
Sam Greenwood,eng ENG,"MF,FW",Leeds United,eng Premier League,20,2002,4.7,186,143,43,15,0,1,43,2,26,13,13,0,107,0,2
Michael Gregoritsch,at AUT,FW,Freiburg,de Bundesliga,28,1994,23.9,541,529,7,1,1,3,13,5,0,0,0,0,297,5,14
Dominik Greif,sk SVK,GK,Mallorca,es La Liga,25,1997,1.0,38,20,18,3,0,0,0,0,0,0,0,0,23,0,0
Leo Greiml,at AUT,DF,Schalke 04,de Bundesliga,21,2001,4.0,197,191,6,4,1,0,3,2,0,0,0,0,160,0,1
Clément Grenier,fr FRA,MF,Mallorca,es La Liga,31,1991,8.0,356,311,42,19,0,9,34,0,19,7,10,0,256,3,5
Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,es La Liga,31,1991,31.8,1597,1457,136,34,16,20,131,6,72,42,17,0,1236,4,39
Vincenzo Grifo,it ITA,"MF,FW",Freiburg,de Bundesliga,29,1993,26.8,1336,1155,174,80,5,16,135,16,67,39,19,0,977,7,27
Lennart Grill,de GER,GK,Union Berlin,de Bundesliga,23,1999,5.0,214,181,33,16,0,0,0,0,0,0,0,0,147,0,1
Christian Groß,de GER,MF,Werder Bremen,de Bundesliga,33,1989,21.0,860,824,34,24,1,5,6,1,0,0,0,0,695,2,19
Pascal Groß,de GER,"MF,DF",Brighton,eng Premier League,31,1991,36.0,2347,2004,333,87,9,20,224,86,140,60,60,2,1879,10,50
Brajan Gruda,de GER,MF,Mainz 05,de Bundesliga,18,2004,0.0,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0
Ilia Gruev,bg BUL,MF,Werder Bremen,de Bundesliga,22,2000,17.6,780,726,53,26,3,3,11,3,2,0,2,0,673,1,11
Carlos Gruezo,ec ECU,MF,Augsburg,de Bundesliga,27,1995,10.7,276,270,5,5,1,5,2,0,0,0,0,0,199,1,3
Vicente Guaita,es ESP,GK,Crystal Palace,eng Premier League,35,1987,27.0,845,590,251,45,0,4,0,0,0,0,0,0,610,4,0
Andrés Guardado,mx MEX,MF,Betis,es La Liga,35,1986,15.3,870,806,63,45,3,14,9,11,7,1,5,0,739,1,14
Sergi Guardiola,es ESP,FW,Valladolid,es La Liga,31,1991,5.6,117,108,8,0,0,0,3,0,0,0,0,0,74,1,6
Sergi Guardiola,es ESP,FW,Cádiz,es La Liga,31,1991,12.9,294,278,15,0,0,0,14,0,0,0,0,0,203,1,12
Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,30,1991,30.9,1602,1527,70,57,1,9,3,6,0,0,0,0,1445,5,4
Gabriel Gudmundsson,se SWE,"DF,FW",Lille,fr Ligue 1,23,1999,9.3,455,363,92,10,0,1,33,81,1,1,0,0,369,0,9
Gonçalo Guedes,pt POR,"FW,MF",Wolves,eng Premier League,25,1996,7.9,201,182,19,2,0,4,27,2,14,3,8,2,138,0,8
Axel Gueguin,fr FRA,"FW,MF",Montpellier,fr Ligue 1,17,2005,0.3,11,10,1,0,0,0,1,0,1,1,0,0,7,0,0
Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,22,2000,37.0,2208,2124,79,75,3,29,0,2,0,0,0,0,1883,5,12
Mattéo Guendouzi,fr FRA,MF,Marseille,fr Ligue 1,23,1999,23.4,1267,1220,44,27,5,6,24,8,4,0,0,0,1094,3,25
Javier Guerra,es ESP,MF,Valencia,es La Liga,19,2003,6.7,239,233,3,3,0,4,8,0,0,0,0,0,188,3,4
Raphaël Guerreiro,pt POR,"DF,MF",Dortmund,de Bundesliga,28,1993,25.4,1811,1544,266,54,5,6,114,164,48,8,31,0,1495,1,38
Axel Guessand,fr FRA,DF,Udinese,it Serie A,17,2004,0.9,22,21,1,0,0,0,0,1,0,0,0,0,17,0,0
Evann Guessand,fr FRA,"FW,MF",Nantes,fr Ligue 1,21,2001,14.0,308,300,4,1,2,2,31,1,0,0,0,0,196,4,12
Ander Guevara,es ESP,MF,Real Sociedad,es La Liga,25,1997,2.5,179,178,0,0,1,0,0,0,0,0,0,0,161,1,2
Pape Gueye,sn SEN,MF,Sevilla,es La Liga,23,1999,13.0,553,536,15,15,1,10,18,0,0,0,0,0,447,2,10
Pape Gueye,sn SEN,"MF,DF",Marseille,fr Ligue 1,23,1999,5.5,320,304,15,9,0,2,3,6,0,0,0,0,271,1,2
Josuha Guilavogui,fr FRA,"DF,MF",Wolfsburg,de Bundesliga,31,1990,13.1,805,770,34,22,0,4,2,3,0,0,0,0,678,1,7
Frederic Guilbert,fr FRA,DF,Strasbourg,fr Ligue 1,27,1994,16.2,864,667,196,36,0,4,55,153,5,1,3,0,617,1,26
Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,24,1997,30.3,1668,1617,42,34,25,20,22,5,3,0,0,0,1387,9,29
Sehrou Guirassy,gn GUI,MF,Rennes,fr Ligue 1,26,1996,0.3,8,8,0,0,0,0,0,0,0,0,0,0,8,0,0
Sehrou Guirassy,gn GUI,FW,Stuttgart,de Bundesliga,26,1996,18.3,448,417,30,1,4,5,6,2,1,0,0,0,329,1,14
Rafik Guitane,fr FRA,FW,Reims,fr Ligue 1,23,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Péter Gulácsi,hu HUN,GK,RB Leipzig,de Bundesliga,32,1990,6.0,215,173,42,6,0,0,0,0,0,0,0,0,189,0,0
Manuel Gulde,de GER,DF,Freiburg,de Bundesliga,31,1991,7.1,412,392,20,14,0,0,4,3,0,0,0,0,343,0,3
Gerard Gumbau,es ESP,MF,Elche,es La Liga,27,1994,30.4,1446,1239,196,76,3,42,164,2,114,44,48,4,1112,11,37
Robert Gumny,pl POL,DF,Augsburg,de Bundesliga,24,1998,22.4,823,624,196,4,0,2,27,192,0,0,0,0,533,3,19
İlkay Gündoğan,de GER,MF,Manchester City,eng Premier League,31,1990,26.1,1578,1519,56,24,18,6,30,5,21,7,4,1,1374,3,27
Christian Günter,de GER,"DF,MF",Freiburg,de Bundesliga,29,1993,30.5,1400,1050,348,48,1,18,198,231,68,41,22,0,996,2,41
Koray Günter,de GER,DF,Hellas Verona,it Serie A,27,1994,11.1,422,400,21,20,0,3,3,1,0,0,0,0,323,1,5
Koray Günter,de GER,DF,Sampdoria,it Serie A,27,1994,8.6,420,386,34,14,1,3,1,20,0,0,0,0,344,0,3
Gorka Guruzeta,es ESP,FW,Athletic Club,es La Liga,25,1996,15.8,394,370,21,0,0,9,4,4,0,0,0,0,286,3,19
Malo Gusto,fr FRA,DF,Lyon,fr Ligue 1,19,2003,17.7,1437,1229,205,21,1,0,116,183,1,0,0,0,1171,3,38
Raúl Guti,es ESP,MF,Elche,es La Liga,25,1996,12.4,409,399,8,3,0,8,9,1,3,0,3,0,327,2,10
Miguel Gutiérrez,es ESP,DF,Girona,es La Liga,21,2001,26.6,1386,1142,240,25,2,1,104,213,2,0,0,0,1130,4,27
Joško Gvardiol,hr CRO,DF,RB Leipzig,de Bundesliga,20,2002,24.1,2149,2092,53,50,1,20,4,3,0,0,0,0,1914,4,16
Darko Gyabi,eng ENG,FW,Leeds United,eng Premier League,18,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Emmanuel Gyasi,gh GHA,"FW,DF",Spezia,it Serie A,28,1994,31.2,802,711,91,3,1,2,22,59,2,0,0,0,646,0,26
Norbert Gyömbér,sk SVK,DF,Salernitana,it Serie A,30,1992,19.3,744,710,34,29,0,5,5,4,0,0,0,0,621,0,4
Christian Gytkjær,dk DEN,"FW,MF",Monza,it Serie A,32,1990,6.2,102,94,7,0,0,0,1,0,0,0,0,0,69,1,5
Erling Haaland,no NOR,FW,Manchester City,eng Premier League,22,2000,30.8,500,449,45,0,4,0,12,2,1,0,0,0,360,6,21
Nicolas Haas,ch SUI,MF,Empoli,it Serie A,26,1996,12.8,409,400,9,4,0,3,11,2,0,0,0,0,304,0,16
Janik Haberer,de GER,MF,Union Berlin,de Bundesliga,28,1994,24.3,677,662,8,1,4,2,14,7,0,0,0,0,489,7,26
Alexander Hack,de GER,DF,Mainz 05,de Bundesliga,28,1993,12.6,586,550,33,30,0,7,2,3,0,0,0,0,430,3,12
Munir El Haddadi,ma MAR,"MF,FW",Getafe,es La Liga,26,1995,12.8,433,370,58,23,0,2,70,12,19,7,11,0,270,5,20
Jaouen Hadjam,dz ALG,DF,Nantes,fr Ligue 1,19,2003,8.9,477,392,82,12,0,1,28,70,0,0,0,0,378,3,9
Dennis Hadzikadunic,ba BIH,DF,Mallorca,es La Liga,24,1998,6.8,189,173,16,4,0,4,0,12,0,0,0,0,142,0,1
André Hahn,de GER,"FW,MF",Augsburg,de Bundesliga,31,1990,4.3,83,80,2,0,0,2,6,2,0,0,0,0,33,1,5
Amadou Haidara,ml MLI,MF,RB Leipzig,de Bundesliga,24,1998,15.9,824,807,13,9,4,2,3,4,0,0,0,0,684,4,9
Massadio Haïdara,ml MLI,"DF,MF",Lens,fr Ligue 1,29,1992,18.6,996,873,116,28,1,3,26,76,0,0,0,0,843,7,11
Achraf Hakimi,ma MAR,"DF,MF",Paris S-G,fr Ligue 1,23,1998,22.8,1538,1422,116,12,1,1,42,101,3,0,0,0,1373,0,35
Lewis Hall,eng ENG,DF,Chelsea,eng Premier League,17,2004,7.3,428,370,57,7,0,3,34,37,13,12,0,0,344,1,8
Sébastien Haller,ci CIV,FW,Dortmund,de Bundesliga,28,1994,13.6,309,287,22,0,1,1,3,1,0,0,0,0,216,0,8
Marcel Halstenberg,de GER,DF,RB Leipzig,de Bundesliga,30,1991,17.3,1171,967,199,32,0,6,45,150,17,7,7,0,918,5,22
Mathis Hamdi,fr FRA,DF,Troyes,fr Ligue 1,18,2003,0.8,38,27,11,0,0,1,2,11,0,0,0,0,26,0,4
Ben Hamed Touré,ci CIV,FW,Ajaccio,fr Ligue 1,18,2003,2.3,36,30,6,0,0,0,0,0,0,0,0,0,28,0,1
Romain Hamouma,fr FRA,"FW,MF",Ajaccio,fr Ligue 1,35,1987,12.0,364,305,57,13,0,1,54,7,20,4,14,0,263,2,13
Saïd Hamulic,ba BIH,FW,Toulouse,fr Ligue 1,21,2000,1.2,10,9,1,0,1,0,1,0,0,0,0,0,6,0,1
Andreas Hanche-Olsen,no NOR,DF,Mainz 05,de Bundesliga,25,1997,16.6,754,737,14,12,1,5,6,2,0,0,0,0,536,3,10
Samir Handanović,si SVN,GK,Inter,it Serie A,38,1984,13.7,582,493,86,15,0,0,0,0,0,0,0,0,527,3,0
Genki Haraguchi,jp JPN,MF,Stuttgart,de Bundesliga,31,1991,8.3,301,296,3,1,0,2,8,1,0,0,0,0,243,2,9
Genki Haraguchi,jp JPN,MF,Union Berlin,de Bundesliga,31,1991,5.5,159,148,11,0,0,0,4,0,0,0,0,0,119,0,5
Amine Harit,ma MAR,"MF,FW",Marseille,fr Ligue 1,25,1997,5.7,271,252,19,3,2,0,16,5,9,2,6,0,221,0,10
Luke Harris,wls WAL,"MF,FW",Fulham,eng Premier League,17,2005,0.1,14,14,0,0,0,0,1,0,0,0,0,0,13,0,0
Jack Harrison,eng ENG,"FW,MF",Leeds United,eng Premier League,25,1996,30.1,1150,1012,131,38,4,11,186,24,68,34,21,3,732,7,55
Abdou Harroui,nl NED,MF,Sassuolo,it Serie A,24,1998,7.2,308,303,5,0,1,1,11,2,0,0,0,0,254,0,7
Makoto Hasebe,jp JPN,DF,Eint Frankfurt,de Bundesliga,38,1984,14.5,1013,952,57,51,1,3,2,4,0,0,0,0,887,4,7
Haissem Hassan,fr FRA,"FW,MF",Villarreal,es La Liga,20,2002,0.6,20,20,0,0,0,1,1,0,0,0,0,0,15,0,0
Hans Hateboer,nl NED,DF,Atalanta,it Serie A,28,1994,15.5,702,571,129,3,2,1,23,126,0,0,0,0,560,2,13
Kai Havertz,de GER,"FW,MF",Chelsea,eng Premier League,23,1999,28.5,894,850,41,5,2,4,14,9,1,0,0,0,727,3,24
