Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,npGls,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Glsp90,Astp90,G+Ap90,npGlsp90,npGlsAstp90,xGp90,xAGp90,xG+xAGp90,npxGp90,npxG+xAGp90
Erling Haaland,no NOR,FW,Manchester City,22.0,2000.0,35.0,33.0,"2,769",30.8,36.0,8.0,44.0,29.0,7.0,7.0,5.0,0.0,28.4,23.1,5.3,28.4,35.0,58.0,151.0,1.17,0.26,1.43,0.94,1.2,0.92,0.17,1.1,0.75,0.92
Harry Kane,eng ENG,FW,Tottenham,29.0,1993.0,38.0,38.0,"3,405",37.8,30.0,3.0,33.0,25.0,5.0,6.0,6.0,0.0,21.5,16.7,7.0,23.7,60.0,180.0,193.0,0.79,0.08,0.87,0.66,0.74,0.57,0.18,0.75,0.44,0.63
Ivan Toney,eng ENG,FW,Brentford,26.0,1996.0,33.0,33.0,"2,951",32.8,20.0,4.0,24.0,14.0,6.0,7.0,9.0,0.0,18.7,13.2,5.1,18.3,14.0,79.0,165.0,0.61,0.12,0.73,0.43,0.55,0.57,0.15,0.73,0.4,0.56
Mohamed Salah,eg EGY,FW,Liverpool,30.0,1992.0,38.0,37.0,"3,290",36.6,19.0,12.0,31.0,17.0,2.0,4.0,2.0,0.0,21.7,18.5,7.7,26.2,120.0,149.0,421.0,0.52,0.33,0.85,0.47,0.79,0.59,0.21,0.8,0.51,0.72
Callum Wilson,eng ENG,FW,Newcastle Utd,30.0,1992.0,31.0,21.0,"1,877",20.9,18.0,5.0,23.0,15.0,3.0,3.0,4.0,0.0,17.5,15.1,2.7,17.8,27.0,19.0,118.0,0.86,0.24,1.1,0.72,0.96,0.84,0.13,0.97,0.72,0.85
Marcus Rashford,eng ENG,FW,Manchester Utd,24.0,1997.0,35.0,32.0,"2,879",32.0,17.0,5.0,22.0,17.0,0.0,0.0,2.0,0.0,15.4,15.4,3.4,18.8,85.0,88.0,245.0,0.53,0.16,0.69,0.53,0.69,0.48,0.11,0.59,0.48,0.59
Martinelli,br BRA,FW,Arsenal,21.0,2001.0,36.0,34.0,"2,789",31.0,15.0,5.0,20.0,15.0,0.0,0.0,3.0,0.0,9.3,9.3,9.1,18.4,124.0,94.0,350.0,0.48,0.16,0.65,0.48,0.65,0.3,0.29,0.59,0.3,0.59
Ollie Watkins,eng ENG,FW,Aston Villa,26.0,1995.0,37.0,36.0,"3,127",34.7,15.0,6.0,21.0,14.0,1.0,2.0,4.0,0.0,16.5,14.9,3.8,18.7,50.0,39.0,196.0,0.43,0.17,0.6,0.4,0.58,0.47,0.11,0.58,0.43,0.54
Martin Ødegaard,no NOR,MF,Arsenal,23.0,1998.0,37.0,37.0,"3,127",34.7,15.0,7.0,22.0,15.0,0.0,0.0,4.0,0.0,10.0,10.0,8.1,18.1,83.0,266.0,193.0,0.43,0.2,0.63,0.43,0.63,0.29,0.23,0.52,0.29,0.52
Aleksandar Mitrović,rs SRB,FW,Fulham,27.0,1994.0,24.0,23.0,"2,008",22.3,14.0,1.0,15.0,10.0,4.0,8.0,7.0,0.0,14.9,8.6,2.3,10.9,24.0,44.0,97.0,0.63,0.04,0.67,0.45,0.49,0.67,0.1,0.77,0.39,0.49
Bukayo Saka,eng ENG,FW,Arsenal,20.0,2001.0,38.0,37.0,"3,181",35.3,14.0,11.0,25.0,12.0,2.0,3.0,6.0,0.0,11.2,9.1,8.5,17.6,179.0,109.0,520.0,0.4,0.31,0.71,0.34,0.65,0.32,0.24,0.56,0.26,0.5
Harvey Barnes,eng ENG,"FW,MF",Leicester City,24.0,1997.0,34.0,32.0,"2,711",30.1,13.0,1.0,14.0,13.0,0.0,0.0,3.0,0.0,8.9,8.9,3.1,12.0,100.0,79.0,257.0,0.43,0.03,0.46,0.43,0.46,0.3,0.1,0.4,0.3,0.4
Rodrigo,es ESP,"FW,MF",Leeds United,31.0,1991.0,31.0,23.0,"1,935",21.5,13.0,1.0,14.0,12.0,1.0,1.0,6.0,0.0,8.1,7.3,1.8,9.1,40.0,44.0,143.0,0.6,0.05,0.65,0.56,0.6,0.38,0.08,0.46,0.34,0.42
Miguel Almirón,py PAR,FW,Newcastle Utd,28.0,1994.0,34.0,29.0,"2,491",27.7,11.0,2.0,13.0,11.0,0.0,0.0,2.0,0.0,8.0,8.0,3.2,11.1,77.0,124.0,264.0,0.4,0.07,0.47,0.4,0.47,0.29,0.11,0.4,0.29,0.4
Roberto Firmino,br BRA,"FW,MF",Liverpool,30.0,1991.0,25.0,13.0,"1,213",13.5,11.0,4.0,15.0,11.0,0.0,0.0,0.0,0.0,5.5,5.5,2.5,8.0,16.0,78.0,96.0,0.82,0.3,1.11,0.82,1.11,0.41,0.19,0.59,0.41,0.59
Phil Foden,eng ENG,FW,Manchester City,22.0,2000.0,32.0,22.0,"1,842",20.5,11.0,6.0,17.0,11.0,0.0,0.0,1.0,0.0,5.9,5.9,4.7,10.6,68.0,88.0,275.0,0.54,0.29,0.83,0.54,0.83,0.29,0.23,0.52,0.29,0.52
Gabriel Jesus,br BRA,FW,Arsenal,25.0,1997.0,26.0,24.0,"2,064",22.9,11.0,6.0,17.0,10.0,1.0,1.0,6.0,0.0,14.0,13.2,3.9,17.1,44.0,64.0,194.0,0.48,0.26,0.74,0.44,0.7,0.61,0.17,0.78,0.58,0.75
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,24.0,1997.0,27.0,17.0,"1,404",15.6,10.0,1.0,11.0,10.0,0.0,0.0,2.0,0.0,6.6,6.6,1.1,7.7,18.0,12.0,55.0,0.64,0.06,0.71,0.64,0.71,0.42,0.07,0.49,0.42,0.49
Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,24.0,1998.0,38.0,30.0,"2,636",29.3,10.0,4.0,14.0,9.0,1.0,1.0,3.0,0.0,7.3,6.5,4.3,10.8,69.0,131.0,129.0,0.34,0.14,0.48,0.31,0.44,0.25,0.15,0.39,0.22,0.37
Son Heung-min,kr KOR,"MF,FW",Tottenham,30.0,1992.0,36.0,33.0,"2,888",32.1,10.0,6.0,16.0,10.0,0.0,0.0,2.0,0.0,10.1,10.1,6.5,16.6,82.0,79.0,196.0,0.31,0.19,0.5,0.31,0.5,0.31,0.2,0.52,0.31,0.52
Alexander Isak,se SWE,FW,Newcastle Utd,22.0,1999.0,22.0,17.0,"1,522",16.9,10.0,1.0,11.0,8.0,2.0,2.0,3.0,0.0,8.2,6.7,2.2,8.9,41.0,48.0,122.0,0.59,0.06,0.65,0.47,0.53,0.49,0.13,0.62,0.4,0.52
Alexis Mac Allister,ar ARG,MF,Brighton,23.0,1998.0,35.0,31.0,"2,886",32.1,10.0,2.0,12.0,4.0,6.0,6.0,8.0,0.0,12.1,7.3,4.3,11.6,69.0,174.0,77.0,0.31,0.06,0.37,0.12,0.19,0.38,0.13,0.51,0.23,0.36
James Maddison,eng ENG,"MF,FW",Leicester City,25.0,1996.0,30.0,28.0,"2,480",27.6,10.0,9.0,19.0,9.0,1.0,2.0,10.0,0.0,8.7,6.6,9.3,16.0,77.0,151.0,155.0,0.36,0.33,0.69,0.33,0.65,0.31,0.34,0.65,0.24,0.58
Julián Álvarez,ar ARG,"FW,MF",Manchester City,22.0,2000.0,31.0,13.0,"1,465",16.3,9.0,0.0,9.0,8.0,1.0,1.0,0.0,0.0,7.0,6.2,1.8,8.0,38.0,37.0,99.0,0.55,0.0,0.55,0.49,0.49,0.43,0.11,0.54,0.38,0.49
Pascal Groß,de GER,"MF,DF",Brighton,31.0,1991.0,37.0,37.0,"3,239",36.0,9.0,8.0,17.0,9.0,0.0,0.0,6.0,0.0,5.4,5.4,10.9,16.3,62.0,255.0,209.0,0.25,0.22,0.47,0.25,0.47,0.15,0.3,0.45,0.15,0.45
Bryan Mbeumo,cm CMR,FW,Brentford,22.0,1999.0,38.0,36.0,"2,906",32.3,9.0,8.0,17.0,8.0,1.0,1.0,5.0,0.0,9.8,9.0,7.6,16.5,66.0,88.0,235.0,0.28,0.25,0.53,0.25,0.5,0.3,0.23,0.54,0.28,0.51
Darwin Núñez,uy URU,FW,Liverpool,23.0,1999.0,29.0,19.0,"1,695",18.8,9.0,3.0,12.0,9.0,0.0,0.0,1.0,1.0,12.1,12.1,5.4,17.5,61.0,29.0,181.0,0.48,0.16,0.64,0.48,0.64,0.64,0.28,0.93,0.64,0.93
James Ward-Prowse,eng ENG,MF,Southampton,27.0,1994.0,38.0,38.0,"3,371",37.5,9.0,4.0,13.0,7.0,2.0,4.0,6.0,0.0,5.7,2.5,6.2,8.7,19.0,189.0,58.0,0.24,0.11,0.35,0.19,0.29,0.15,0.17,0.32,0.07,0.23
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,27.0,1994.0,37.0,37.0,"3,316",36.8,8.0,8.0,16.0,6.0,2.0,2.0,6.0,0.0,9.3,7.7,16.7,24.4,89.0,263.0,231.0,0.22,0.22,0.43,0.16,0.38,0.25,0.45,0.71,0.21,0.66
İlkay Gündoğan,de GER,MF,Manchester City,31.0,1990.0,31.0,27.0,"2,353",26.1,8.0,4.0,12.0,8.0,0.0,1.0,0.0,0.0,7.5,6.7,3.3,10.0,53.0,170.0,124.0,0.31,0.15,0.46,0.31,0.46,0.29,0.13,0.41,0.26,0.38
Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,21.0,2001.0,38.0,33.0,"2,934",32.6,8.0,3.0,11.0,7.0,1.0,3.0,6.0,0.0,8.6,6.2,3.2,9.4,88.0,30.0,155.0,0.25,0.09,0.34,0.21,0.31,0.26,0.1,0.36,0.19,0.29
Philip Billing,dk DEN,"MF,FW",Bournemouth,26.0,1996.0,36.0,34.0,"2,764",30.7,7.0,1.0,8.0,7.0,0.0,0.0,5.0,0.0,4.9,4.9,3.2,8.1,37.0,80.0,101.0,0.23,0.03,0.26,0.23,0.26,0.16,0.1,0.26,0.16,0.26
Kevin De Bruyne,be BEL,MF,Manchester City,31.0,1991.0,32.0,28.0,"2,417",26.9,7.0,16.0,23.0,7.0,0.0,0.0,1.0,0.0,5.6,5.6,13.7,19.3,100.0,246.0,245.0,0.26,0.6,0.86,0.26,0.86,0.21,0.51,0.72,0.21,0.72
Cody Gakpo,nl NED,"FW,MF",Liverpool,23.0,1999.0,21.0,17.0,"1,458",16.2,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,6.2,6.2,2.7,8.9,36.0,50.0,109.0,0.43,0.12,0.56,0.43,0.56,0.38,0.17,0.55,0.38,0.55
Kai Havertz,de GER,"FW,MF",Chelsea,23.0,1999.0,35.0,30.0,"2,569",28.5,7.0,1.0,8.0,6.0,1.0,1.0,5.0,0.0,11.6,10.8,3.7,14.6,59.0,89.0,218.0,0.25,0.04,0.28,0.21,0.25,0.41,0.13,0.54,0.38,0.51
Diogo Jota,pt POR,FW,Liverpool,25.0,1996.0,22.0,12.0,"1,131",12.6,7.0,4.0,11.0,7.0,0.0,0.0,2.0,0.0,6.5,6.5,2.1,8.6,34.0,30.0,104.0,0.56,0.32,0.88,0.56,0.88,0.52,0.17,0.69,0.52,0.69
Solly March,eng ENG,"FW,DF",Brighton,28.0,1994.0,33.0,31.0,"2,715",30.2,7.0,7.0,14.0,7.0,0.0,0.0,2.0,0.0,8.1,8.1,8.4,16.5,110.0,135.0,357.0,0.23,0.23,0.46,0.23,0.46,0.27,0.28,0.55,0.27,0.55
Dwight McNeil,eng ENG,"FW,MF",Everton,22.0,1999.0,36.0,28.0,"2,498",27.8,7.0,3.0,10.0,7.0,0.0,0.0,5.0,0.0,3.5,3.5,6.1,9.6,76.0,69.0,128.0,0.25,0.11,0.36,0.25,0.36,0.13,0.22,0.35,0.13,0.35
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,25.0,1997.0,33.0,24.0,"2,318",25.8,7.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,8.1,8.1,6.4,14.5,143.0,90.0,260.0,0.27,0.19,0.47,0.27,0.47,0.31,0.25,0.56,0.31,0.56
Leandro Trossard,be BEL,"FW,MF",Brighton,27.0,1994.0,16.0,16.0,"1,315",14.6,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,4.4,4.4,2.1,6.5,40.0,67.0,118.0,0.48,0.14,0.62,0.48,0.62,0.3,0.14,0.45,0.3,0.45
Yoane Wissa,cd COD,FW,Brentford,25.0,1996.0,38.0,16.0,"1,606",17.8,7.0,3.0,10.0,7.0,0.0,0.0,3.0,0.0,5.6,5.6,2.5,8.2,24.0,27.0,104.0,0.39,0.17,0.56,0.39,0.56,0.32,0.14,0.46,0.32,0.46
Granit Xhaka,ch SUI,MF,Arsenal,29.0,1992.0,37.0,36.0,"2,993",33.3,7.0,7.0,14.0,7.0,0.0,0.0,4.0,0.0,4.7,4.7,5.2,9.9,42.0,196.0,175.0,0.21,0.21,0.42,0.21,0.42,0.14,0.16,0.3,0.14,0.3
Wilfried Zaha,ci CIV,"FW,MF",Crystal Palace,29.0,1992.0,27.0,27.0,"2,288",25.4,7.0,2.0,9.0,7.0,0.0,2.0,5.0,0.0,6.5,4.8,2.7,7.5,86.0,75.0,238.0,0.28,0.08,0.35,0.28,0.35,0.26,0.11,0.36,0.19,0.3
Saïd Benrahma,dz ALG,"FW,MF",West Ham,26.0,1995.0,35.0,22.0,"2,069",23.0,6.0,3.0,9.0,2.0,4.0,4.0,0.0,0.0,7.0,3.9,4.5,8.4,109.0,82.0,237.0,0.26,0.13,0.39,0.09,0.22,0.31,0.2,0.5,0.17,0.36
Jarrod Bowen,eng ENG,"FW,MF",West Ham,25.0,1996.0,38.0,36.0,"3,233",35.9,6.0,5.0,11.0,5.0,1.0,2.0,2.0,0.0,8.9,7.8,7.4,15.2,102.0,72.0,213.0,0.17,0.14,0.31,0.14,0.28,0.25,0.2,0.45,0.22,0.42
Evan Ferguson,ie IRL,FW,Brighton,17.0,2004.0,19.0,10.0,950,10.6,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,5.3,5.3,0.7,6.1,11.0,14.0,58.0,0.57,0.19,0.76,0.57,0.76,0.51,0.07,0.57,0.51,0.57
Danny Ings,eng ENG,FW,Aston Villa,30.0,1992.0,18.0,8.0,824,9.2,6.0,0.0,6.0,4.0,2.0,2.0,3.0,0.0,5.3,3.8,1.2,5.0,15.0,12.0,46.0,0.66,0.0,0.66,0.44,0.44,0.59,0.13,0.71,0.41,0.54
Joelinton,br BRA,"MF,FW",Newcastle Utd,25.0,1996.0,32.0,30.0,"2,661",29.6,6.0,1.0,7.0,6.0,0.0,0.0,12.0,0.0,7.1,7.1,2.4,9.4,64.0,130.0,150.0,0.2,0.03,0.24,0.2,0.24,0.24,0.08,0.32,0.24,0.32
Douglas Luiz,br BRA,MF,Aston Villa,24.0,1998.0,37.0,33.0,"2,927",32.5,6.0,6.0,12.0,6.0,0.0,0.0,6.0,1.0,2.8,2.8,4.4,7.2,48.0,148.0,35.0,0.18,0.18,0.37,0.18,0.37,0.09,0.14,0.22,0.09,0.22
Anthony Martial,fr FRA,FW,Manchester Utd,26.0,1995.0,21.0,11.0,978,10.9,6.0,2.0,8.0,5.0,1.0,1.0,0.0,0.0,6.2,5.5,1.4,6.9,18.0,35.0,87.0,0.55,0.18,0.74,0.46,0.64,0.58,0.13,0.7,0.5,0.63
Rúben Neves,pt POR,MF,Wolves,25.0,1997.0,35.0,33.0,"3,019",33.5,6.0,1.0,7.0,3.0,3.0,3.0,12.0,0.0,5.2,2.8,1.6,4.4,28.0,218.0,18.0,0.18,0.03,0.21,0.09,0.12,0.15,0.05,0.2,0.08,0.13
Daniel Podence,pt POR,"FW,MF",Wolves,26.0,1995.0,32.0,20.0,"1,771",19.7,6.0,0.0,6.0,6.0,0.0,0.0,5.0,0.0,3.9,3.9,2.5,6.4,43.0,95.0,148.0,0.3,0.0,0.3,0.3,0.3,0.2,0.13,0.33,0.2,0.33
Jacob Ramsey,eng ENG,"MF,FW",Aston Villa,21.0,2001.0,35.0,31.0,"2,636",29.3,6.0,7.0,13.0,6.0,0.0,0.0,5.0,0.0,5.0,5.0,5.1,10.1,94.0,98.0,119.0,0.2,0.24,0.44,0.2,0.44,0.17,0.17,0.34,0.17,0.34
Jadon Sancho,eng ENG,"FW,MF",Manchester Utd,22.0,2000.0,26.0,21.0,"1,686",18.7,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,4.2,4.2,5.0,9.2,88.0,76.0,173.0,0.32,0.16,0.48,0.32,0.48,0.22,0.27,0.49,0.22,0.49
Dominic Solanke,eng ENG,"FW,MF",Bournemouth,24.0,1997.0,33.0,32.0,"2,860",31.8,6.0,7.0,13.0,6.0,0.0,0.0,2.0,0.0,9.1,9.1,3.9,13.0,70.0,47.0,167.0,0.19,0.22,0.41,0.19,0.41,0.29,0.12,0.41,0.29,0.41
Raheem Sterling,eng ENG,"FW,MF",Chelsea,27.0,1994.0,28.0,23.0,"1,891",21.0,6.0,3.0,9.0,6.0,0.0,0.0,4.0,0.0,6.2,6.2,4.6,10.8,81.0,59.0,186.0,0.29,0.14,0.43,0.29,0.43,0.29,0.22,0.51,0.29,0.51
Danny Welbeck,eng ENG,FW,Brighton,31.0,1990.0,31.0,21.0,"1,854",20.6,6.0,3.0,9.0,6.0,0.0,0.0,0.0,0.0,9.4,9.4,4.3,13.7,31.0,49.0,134.0,0.29,0.15,0.44,0.29,0.44,0.46,0.21,0.66,0.46,0.66
Che Adams,sct SCO,FW,Southampton,26.0,1996.0,28.0,23.0,"1,992",22.1,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,6.6,6.6,2.8,9.4,17.0,34.0,115.0,0.23,0.14,0.36,0.23,0.36,0.3,0.13,0.42,0.3,0.42
Michail Antonio,jm JAM,FW,West Ham,32.0,1990.0,33.0,21.0,"1,829",20.3,5.0,3.0,8.0,5.0,0.0,0.0,2.0,0.0,6.6,6.6,1.3,7.8,49.0,27.0,120.0,0.25,0.15,0.39,0.25,0.39,0.32,0.06,0.38,0.32,0.38
Rodrigo Bentancur,uy URU,MF,Tottenham,25.0,1997.0,18.0,17.0,"1,500",16.7,5.0,2.0,7.0,5.0,0.0,0.0,8.0,0.0,2.2,2.2,0.8,3.1,26.0,76.0,19.0,0.3,0.12,0.42,0.3,0.42,0.13,0.05,0.18,0.13,0.18
Emi Buendía,ar ARG,"MF,FW",Aston Villa,25.0,1996.0,38.0,27.0,"2,412",26.8,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,6.3,6.3,5.7,12.0,60.0,138.0,137.0,0.19,0.07,0.26,0.19,0.26,0.24,0.21,0.45,0.24,0.45
Abdoulaye Doucouré,ml MLI,MF,Everton,29.0,1993.0,25.0,17.0,"1,533",17.0,5.0,2.0,7.0,5.0,0.0,0.0,6.0,1.0,2.4,2.4,2.2,4.6,23.0,38.0,66.0,0.29,0.12,0.41,0.29,0.41,0.14,0.13,0.27,0.14,0.27
Odsonne Édouard,fr FRA,FW,Crystal Palace,24.0,1998.0,35.0,20.0,"1,803",20.0,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,4.2,4.2,1.2,5.4,29.0,32.0,100.0,0.25,0.1,0.35,0.25,0.35,0.21,0.06,0.27,0.21,0.27
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,22.0,2000.0,35.0,34.0,"2,971",33.0,5.0,8.0,13.0,3.0,2.0,2.0,5.0,0.0,6.0,4.4,8.2,12.7,69.0,131.0,157.0,0.15,0.24,0.39,0.09,0.33,0.18,0.25,0.43,0.13,0.38
Jack Grealish,eng ENG,FW,Manchester City,26.0,1995.0,28.0,23.0,"2,055",22.8,5.0,7.0,12.0,5.0,0.0,0.0,4.0,0.0,4.6,4.6,7.0,11.7,143.0,100.0,310.0,0.22,0.31,0.53,0.22,0.53,0.2,0.31,0.51,0.2,0.51
Jack Harrison,eng ENG,"FW,MF",Leeds United,25.0,1996.0,36.0,34.0,"2,708",30.1,5.0,7.0,12.0,5.0,0.0,0.0,2.0,0.0,4.7,4.7,5.1,9.8,103.0,103.0,255.0,0.17,0.23,0.4,0.17,0.4,0.16,0.17,0.33,0.16,0.33
Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,25.0,1996.0,28.0,11.0,"1,127",12.5,5.0,5.0,10.0,4.0,1.0,1.0,0.0,0.0,7.1,6.3,4.0,10.4,33.0,27.0,99.0,0.4,0.4,0.8,0.32,0.72,0.57,0.32,0.89,0.51,0.83
Mathias Jensen,dk DEN,MF,Brentford,26.0,1996.0,37.0,37.0,"2,803",31.1,5.0,6.0,11.0,5.0,0.0,0.0,5.0,0.0,2.2,2.2,5.0,7.2,21.0,141.0,77.0,0.16,0.19,0.35,0.16,0.35,0.07,0.16,0.23,0.07,0.23
Jefferson Lerma,co COL,MF,Bournemouth,27.0,1994.0,37.0,37.0,"3,252",36.1,5.0,0.0,5.0,5.0,0.0,0.0,7.0,0.0,2.6,2.6,2.3,4.9,22.0,142.0,30.0,0.14,0.0,0.14,0.14,0.14,0.07,0.06,0.14,0.07,0.14
Riyad Mahrez,dz ALG,"FW,MF",Manchester City,31.0,1991.0,30.0,22.0,"1,920",21.3,5.0,10.0,15.0,4.0,1.0,1.0,2.0,0.0,5.5,4.7,7.0,11.8,78.0,76.0,242.0,0.23,0.47,0.7,0.19,0.66,0.26,0.33,0.59,0.22,0.55
Luis Sinisterra,co COL,FW,Leeds United,23.0,1999.0,19.0,13.0,867,9.6,5.0,0.0,5.0,5.0,0.0,0.0,3.0,1.0,3.7,3.7,0.4,4.2,30.0,39.0,84.0,0.52,0.0,0.52,0.52,0.52,0.39,0.04,0.43,0.39,0.43
Marcus Tavernier,eng ENG,"MF,FW",Bournemouth,23.0,1999.0,23.0,19.0,"1,743",19.4,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,3.1,3.1,2.9,6.0,67.0,56.0,137.0,0.26,0.21,0.46,0.26,0.46,0.16,0.15,0.31,0.16,0.31
Deniz Undav,de GER,"FW,MF",Brighton,26.0,1996.0,22.0,6.0,628,7.0,5.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,4.5,4.5,1.1,5.6,12.0,10.0,40.0,0.72,0.0,0.72,0.72,0.72,0.65,0.15,0.8,0.65,0.8
Carlos Vinícius,br BRA,FW,Fulham,27.0,1995.0,28.0,11.0,"1,109",12.3,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,3.3,3.3,0.8,4.1,9.0,15.0,46.0,0.41,0.16,0.57,0.41,0.57,0.27,0.06,0.33,0.27,0.33
Willian,br BRA,FW,Fulham,33.0,1988.0,27.0,25.0,"2,126",23.6,5.0,5.0,10.0,5.0,0.0,0.0,2.0,0.0,3.4,3.4,4.4,7.8,97.0,113.0,152.0,0.21,0.21,0.42,0.21,0.42,0.14,0.19,0.33,0.14,0.33
Carlos Alcaraz,ar ARG,"MF,FW",Southampton,19.0,2002.0,18.0,13.0,"1,029",11.4,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,1.9,1.9,0.7,2.6,20.0,28.0,32.0,0.35,0.17,0.52,0.35,0.52,0.17,0.06,0.23,0.17,0.23
Antony,br BRA,FW,Manchester Utd,22.0,2000.0,25.0,23.0,"1,802",20.0,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,6.6,6.6,2.9,9.4,95.0,74.0,168.0,0.2,0.1,0.3,0.2,0.3,0.33,0.14,0.47,0.33,0.47
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,30.0,1991.0,38.0,31.0,"2,714",30.2,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,3.2,3.2,3.2,6.4,83.0,63.0,174.0,0.13,0.1,0.23,0.13,0.23,0.1,0.11,0.21,0.1,0.21
Leon Bailey,jm JAM,"FW,MF",Aston Villa,24.0,1997.0,33.0,26.0,"1,967",21.9,4.0,4.0,8.0,4.0,0.0,0.0,4.0,0.0,5.3,5.3,4.8,10.1,85.0,28.0,182.0,0.18,0.18,0.37,0.18,0.37,0.24,0.22,0.46,0.24,0.46
Patrick Bamford,eng ENG,FW,Leeds United,28.0,1993.0,28.0,18.0,"1,515",16.8,4.0,2.0,6.0,4.0,0.0,2.0,3.0,0.0,8.6,7.0,1.0,8.0,17.0,23.0,96.0,0.24,0.12,0.36,0.24,0.36,0.51,0.06,0.57,0.42,0.47
Casemiro,br BRA,MF,Manchester Utd,30.0,1992.0,28.0,24.0,"2,124",23.6,4.0,3.0,7.0,4.0,0.0,0.0,7.0,2.0,3.4,3.4,3.1,6.5,14.0,152.0,34.0,0.17,0.13,0.3,0.17,0.3,0.14,0.13,0.28,0.14,0.28
Julio César Enciso,py PAR,"FW,MF",Brighton,18.0,2004.0,20.0,7.0,806,9.0,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,4.0,4.0,1.7,5.7,39.0,31.0,74.0,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64
Patson Daka,zm ZAM,FW,Leicester City,23.0,1998.0,30.0,13.0,"1,187",13.2,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,3.5,3.5,2.8,6.3,18.0,17.0,82.0,0.3,0.3,0.61,0.3,0.61,0.27,0.21,0.48,0.27,0.48
Josh Dasilva,eng ENG,MF,Brentford,23.0,1998.0,36.0,14.0,"1,389",15.4,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,1.5,1.5,1.5,3.0,60.0,62.0,69.0,0.26,0.13,0.39,0.26,0.39,0.1,0.09,0.19,0.1,0.19
Luis Díaz,co COL,FW,Liverpool,25.0,1997.0,17.0,11.0,996,11.1,4.0,2.0,6.0,4.0,0.0,0.0,2.0,0.0,2.5,2.5,1.5,4.0,39.0,49.0,116.0,0.36,0.18,0.54,0.36,0.54,0.22,0.14,0.36,0.22,0.36
João Félix,pt POR,"FW,MF",Chelsea,22.0,1999.0,16.0,11.0,941,10.5,4.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,4.9,4.9,0.5,5.4,34.0,47.0,79.0,0.38,0.0,0.38,0.38,0.38,0.47,0.05,0.52,0.47,0.52
Demarai Gray,jm JAM,"FW,MF",Everton,26.0,1996.0,33.0,27.0,"2,507",27.9,4.0,1.0,5.0,2.0,2.0,2.0,3.0,0.0,6.2,4.7,3.8,8.5,94.0,46.0,199.0,0.14,0.04,0.18,0.07,0.11,0.22,0.14,0.36,0.17,0.3
Bruno Guimarães,br BRA,MF,Newcastle Utd,24.0,1997.0,32.0,32.0,"2,726",30.3,4.0,5.0,9.0,4.0,0.0,0.0,7.0,0.0,2.8,2.8,4.0,6.8,41.0,222.0,42.0,0.13,0.17,0.3,0.13,0.3,0.09,0.13,0.23,0.09,0.23
Pierre Højbjerg,dk DEN,MF,Tottenham,26.0,1995.0,35.0,35.0,"3,131",34.8,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,2.0,2.0,3.1,5.1,46.0,235.0,66.0,0.11,0.14,0.26,0.11,0.26,0.06,0.09,0.15,0.06,0.15
Kieffer Moore,wls WAL,FW,Bournemouth,29.0,1992.0,27.0,12.0,"1,279",14.2,4.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,4.4,4.4,0.3,4.7,10.0,23.0,56.0,0.28,0.0,0.28,0.28,0.28,0.31,0.02,0.33,0.31,0.33
Jacob Murphy,eng ENG,FW,Newcastle Utd,27.0,1995.0,36.0,14.0,"1,251",13.9,4.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,3.3,3.3,2.8,6.1,66.0,57.0,141.0,0.29,0.14,0.43,0.29,0.43,0.24,0.2,0.44,0.24,0.44
