Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
Anthony Modeste,fr FRA,FW,Dortmund,de Bundesliga,34,1988,9.0,2,23,10,43.5,2.55,1.11,0.09,0.20,11.1,0,0,0,4.3,4.3,0.19,-2.3,-2.3
Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,36,1985,19.4,4,29,5,17.2,1.50,0.26,0.10,0.60,20.2,1,1,1,4.2,3.4,0.12,-0.2,-0.4
Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,23,1999,14.8,6,44,18,40.9,2.98,1.22,0.14,0.33,14.9,0,0,0,8.3,8.3,0.19,-2.3,-2.3
Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,23,1999,15.4,12,33,18,54.5,2.14,1.17,0.33,0.61,13.6,0,1,2,7.3,5.7,0.17,+4.7,+5.3
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,24,1997,21.5,8,58,24,41.4,2.69,1.11,0.14,0.33,14.2,0,0,0,7.3,7.3,0.13,+0.7,+0.7
Tobias Mohr,de GER,"DF,MF",Schalke 04,de Bundesliga,26,1995,9.3,0,12,1,8.3,1.29,0.11,0.00,0.00,19.3,1,0,0,0.6,0.6,0.05,-0.6,-0.6
Johan Mojica,co COL,DF,Villarreal,es La Liga,29,1992,7.1,0,2,1,50.0,0.28,0.14,0.00,0.00,27.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Johan Mojica,co COL,"DF,MF",Elche,es La Liga,29,1992,3.0,0,3,0,0.0,1.00,0.00,0.00,,19.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,21,2001,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,24,1998,31.9,4,21,6,28.6,0.66,0.19,0.19,0.67,17.0,0,0,0,2.6,2.6,0.13,+1.4,+1.4
Salvatore Molina,it ITA,DF,Monza,it Serie A,30,1992,2.5,0,1,0,0.0,0.39,0.00,0.00,,16.1,0,0,0,0.0,0.0,0.04,0.0,0.0
Florent Mollet,fr FRA,MF,Nantes,fr Ligue 1,30,1991,12.1,1,22,9,40.9,1.82,0.74,0.05,0.11,23.2,5,0,0,1.2,1.2,0.06,-0.2,-0.2
Florent Mollet,fr FRA,MF,Schalke 04,de Bundesliga,30,1991,4.6,1,11,1,9.1,2.41,0.22,0.09,1.00,22.1,2,0,0,0.4,0.4,0.03,+0.6,+0.6
Jon Moncayola,es ESP,"MF,DF",Osasuna,es La Liga,24,1998,27.2,1,36,9,25.0,1.32,0.33,0.03,0.11,25.3,0,0,0,2.0,2.0,0.06,-1.0,-1.0
Monchu,es ESP,MF,Valladolid,es La Liga,22,1999,22.6,3,39,10,25.6,1.73,0.44,0.08,0.30,24.4,9,0,0,2.5,2.5,0.06,+0.5,+0.5
César Montes,mx MEX,DF,Espanyol,es La Liga,25,1997,17.7,3,13,6,46.2,0.74,0.34,0.23,0.50,12.9,0,0,0,0.9,0.9,0.07,+2.1,+2.1
Daniele Montevago,it ITA,FW,Sampdoria,it Serie A,19,2003,2.6,0,7,1,14.3,2.73,0.39,0.00,0.00,13.1,0,0,0,0.5,0.5,0.07,-0.5,-0.5
Gonzalo Montiel,ar ARG,DF,Sevilla,es La Liga,25,1997,16.9,0,8,1,12.5,0.47,0.06,0.00,0.00,13.7,0,0,0,0.8,0.8,0.09,-0.8,-0.8
Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,26,1996,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Martín Montoya,es ESP,DF,Betis,es La Liga,31,1991,5.0,0,1,0,0.0,0.20,0.00,0.00,,21.3,0,0,0,0.0,0.0,0.04,0.0,0.0
Kieffer Moore,wls WAL,FW,Bournemouth,eng Premier League,29,1992,14.2,4,23,8,34.8,1.62,0.56,0.17,0.50,11.2,0,0,0,4.4,4.4,0.19,-0.4,-0.4
Andrew Moran,ie IRL,FW,Brighton,eng Premier League,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Álvaro Morata,es ESP,FW,Atlético Madrid,es La Liga,29,1992,21.1,13,71,32,45.1,3.36,1.52,0.18,0.41,12.2,0,0,0,11.8,11.8,0.17,+1.2,+1.2
Jon Morcillo,es ESP,"FW,MF",Athletic Club,es La Liga,23,1998,0.8,0,1,0,0.0,1.18,0.00,0.00,,10.3,0,0,0,0.1,0.1,0.15,-0.1,-0.1
Alberto Moreno,es ESP,DF,Villarreal,es La Liga,30,1992,14.4,0,15,3,20.0,1.04,0.21,0.00,0.00,20.7,2,0,0,0.9,0.9,0.06,-0.9,-0.9
Álex Moreno,es ESP,DF,Aston Villa,eng Premier League,29,1993,14.8,0,13,3,23.1,0.88,0.20,0.00,0.00,18.4,0,0,0,0.6,0.6,0.05,-0.6,-0.6
Álex Moreno,es ESP,DF,Betis,es La Liga,29,1993,15.0,0,13,4,30.8,0.87,0.27,0.00,0.00,17.9,0,0,0,1.3,1.3,0.10,-1.3,-1.3
Diego Moreno,es ESP,DF,Osasuna,es La Liga,21,2001,7.1,0,5,1,20.0,0.71,0.14,0.00,0.00,20.6,0,0,0,0.4,0.4,0.08,-0.4,-0.4
Gerard Moreno,es ESP,FW,Villarreal,es La Liga,30,1992,13.7,7,41,19,46.3,3.00,1.39,0.15,0.32,15.8,0,1,2,8.7,7.2,0.18,-1.7,-1.2
Marlos Moreno,co COL,"MF,DF",Troyes,fr Ligue 1,25,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Tete Morente,es ESP,"MF,DF",Elche,es La Liga,25,1996,23.0,4,46,14,30.4,2.00,0.61,0.09,0.29,16.1,0,0,0,4.2,4.2,0.09,-0.2,-0.2
Ilaix Moriba,gn GUI,MF,Valencia,es La Liga,19,2003,11.2,0,21,5,23.8,1.87,0.45,0.00,0.00,22.5,1,0,0,1.2,1.2,0.06,-1.2,-1.2
Manu Morlanes,es ESP,MF,Villarreal,es La Liga,23,1999,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Manu Morlanes,es ESP,MF,Mallorca,es La Liga,23,1999,7.8,1,7,2,28.6,0.89,0.25,0.14,0.50,22.1,0,0,0,0.3,0.3,0.04,+0.7,+0.7
Nikola Moro,hr CRO,MF,Bologna,it Serie A,24,1998,13.6,1,21,3,14.3,1.54,0.22,0.05,0.33,23.9,0,0,0,0.8,0.8,0.04,+0.2,+0.2
Loren Morón,es ESP,FW,Betis,es La Liga,28,1993,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Cristhian Mosquera,co COL,DF,Valencia,es La Liga,18,2004,1.6,0,2,0,0.0,1.24,0.00,0.00,,9.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2
Dany Mota,pt POR,"FW,MF",Monza,it Serie A,24,1998,21.2,5,28,11,39.3,1.32,0.52,0.18,0.45,12.1,0,0,0,5.1,5.1,0.18,-0.1,-0.1
Lebo Mothiba,za RSA,"FW,MF",Strasbourg,fr Ligue 1,26,1996,4.8,3,9,4,44.4,1.86,0.83,0.33,0.75,13.0,0,0,0,1.1,1.1,0.12,+1.9,+1.9
Youssoufa Moukoko,de GER,FW,Dortmund,de Bundesliga,17,2004,12.7,7,35,19,54.3,2.76,1.50,0.20,0.37,14.9,0,0,0,6.4,6.4,0.18,+0.6,+0.6
Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,27,1994,18.4,6,58,19,32.8,3.15,1.03,0.09,0.26,14.9,0,1,1,7.3,6.5,0.12,-1.3,-1.5
Mason Mount,eng ENG,"MF,FW",Chelsea,eng Premier League,23,1999,18.3,3,33,9,27.3,1.80,0.49,0.09,0.33,19.7,2,0,0,2.0,2.0,0.06,+1.0,+1.0
Lucas Moura,br BRA,"MF,DF",Tottenham,eng Premier League,29,1992,1.7,1,4,1,25.0,2.35,0.59,0.25,1.00,10.9,0,0,0,0.5,0.5,0.14,+0.5,+0.5
Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,fr Ligue 1,27,1995,7.8,1,20,7,35.0,2.58,0.90,0.05,0.14,12.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8
João Moutinho,pt POR,MF,Wolves,eng Premier League,35,1986,19.8,0,16,3,18.8,0.81,0.15,0.00,0.00,18.4,3,0,0,1.3,1.3,0.08,-1.3,-1.3
João Moutinho,pt POR,"DF,FW",Spezia,it Serie A,24,1998,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Samuel Moutoussamy,cd COD,MF,Nantes,fr Ligue 1,25,1996,26.7,0,22,5,22.7,0.83,0.19,0.00,0.00,16.8,0,0,0,1.7,1.7,0.08,-1.7,-1.7
Divin Mubama,eng ENG,FW,West Ham,eng Premier League,17,2004,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Mykhailo Mudryk,ua UKR,"FW,MF",Chelsea,eng Premier League,21,2001,7.3,0,14,5,35.7,1.92,0.68,0.00,0.00,18.4,0,0,0,1.9,1.9,0.13,-1.9,-1.9
François Mughe,cm CMR,MF,Marseille,fr Ligue 1,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nordi Mukiele,fr FRA,DF,Paris S-G,fr Ligue 1,24,1997,12.6,0,11,2,18.2,0.87,0.16,0.00,0.00,11.6,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Mert Müldür,tr TUR,"FW,DF",Sassuolo,it Serie A,23,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Florian Müller,de GER,GK,Stuttgart,de Bundesliga,24,1997,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Thomas Müller,de GER,"FW,MF",Bayern Munich,de Bundesliga,32,1989,18.5,7,47,23,48.9,2.54,1.24,0.15,0.30,12.5,0,0,0,8.9,8.9,0.19,-1.9,-1.9
Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,24,1998,10.2,0,6,1,16.7,0.59,0.10,0.00,0.00,11.3,0,0,0,0.4,0.4,0.07,-0.4,-0.4
Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,26,1996,30.0,7,68,23,33.8,2.27,0.77,0.10,0.30,16.1,0,0,0,9.4,9.4,0.14,-2.4,-2.4
Iker Muniain,es ESP,"MF,FW",Athletic Club,es La Liga,29,1992,18.8,0,28,7,25.0,1.49,0.37,0.00,0.00,18.1,1,0,0,3.0,3.0,0.11,-3.0,-3.0
Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,24,1997,19.5,0,6,2,33.3,0.31,0.10,0.00,0.00,24.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Álvaro Muñoz,uy URU,FW,Real Madrid,es La Liga,18,2004,0.9,1,2,1,50.0,2.28,1.14,0.50,1.00,8.0,0,0,0,0.2,0.2,0.12,+0.8,+0.8
Iker Muñoz,es ESP,MF,Osasuna,es La Liga,19,2002,2.8,0,2,1,50.0,0.71,0.35,0.00,0.00,28.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
Pablo Muñoz,es ESP,MF,Rayo Vallecano,es La Liga,18,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Luis Muriel,co COL,"FW,MF",Atalanta,it Serie A,31,1991,11.9,3,33,8,24.2,2.77,0.67,0.06,0.25,20.6,4,1,1,2.8,2.0,0.06,+0.2,0.0
Jeison Murillo,co COL,DF,Sampdoria,it Serie A,30,1992,11.7,0,3,0,0.0,0.26,0.00,0.00,,14.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,28,1994,32.6,15,71,25,35.2,2.18,0.77,0.15,0.44,15.3,0,4,5,12.5,8.6,0.12,+2.5,+2.4
Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,27,1995,13.9,4,29,10,34.5,2.09,0.72,0.14,0.40,18.6,0,0,0,3.3,3.3,0.11,+0.7,+0.7
Nicola Murru,it ITA,DF,Sampdoria,it Serie A,27,1994,8.7,0,2,0,0.0,0.23,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0
Yunus Musah,us USA,MF,Valencia,es La Liga,19,2002,23.4,0,22,3,13.6,0.94,0.13,0.00,0.00,18.4,0,0,0,1.8,1.8,0.08,-1.8,-1.8
Jamal Musiala,de GER,"MF,FW",Bayern Munich,de Bundesliga,19,2003,24.4,12,66,25,37.9,2.70,1.02,0.18,0.48,15.8,0,0,0,8.0,8.0,0.12,+4.0,+4.0
Juan Musso,ar ARG,GK,Atalanta,it Serie A,28,1994,23.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Marlon Mustapha,at AUT,"FW,MF",Mainz 05,de Bundesliga,21,2001,0.8,0,3,0,0.0,3.91,0.00,0.00,,16.3,0,0,0,0.5,0.5,0.18,-0.5,-0.5
Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,28,1994,20.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Enock Mwepu,zm ZAM,"FW,MF",Brighton,eng Premier League,24,1998,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,16.7,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Francisco Mwepu,zm ZAM,FW,Cádiz,es La Liga,22,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Vitaliy Mykolenko,ua UKR,DF,Everton,eng Premier League,23,1999,29.5,0,10,3,30.0,0.34,0.10,0.00,0.00,20.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5
Joakim Mæhle,dk DEN,"DF,MF",Atalanta,it Serie A,25,1997,24.5,3,26,6,23.1,1.06,0.24,0.12,0.50,18.5,0,0,0,3.0,3.0,0.12,0.0,0.0
Obite N'Dicka,fr FRA,DF,Eint Frankfurt,de Bundesliga,22,1999,29.9,1,17,3,17.6,0.57,0.10,0.06,0.33,12.7,0,0,0,1.4,1.4,0.08,-0.4,-0.4
Nathan N'Goumou,fr FRA,FW,Toulouse,fr Ligue 1,22,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nathan N'Goumou,fr FRA,FW,M'Gladbach,de Bundesliga,22,2000,7.7,1,13,4,30.8,1.68,0.52,0.08,0.25,18.1,0,0,0,0.8,0.8,0.06,+0.2,+0.2
Stanley N'Soki,fr FRA,DF,Hoffenheim,de Bundesliga,23,1999,14.3,1,6,2,33.3,0.42,0.14,0.17,0.50,17.2,0,0,0,0.5,0.5,0.09,+0.5,+0.5
Herculano Nabian,pt POR,MF,Empoli,it Serie A,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Nacho,es ESP,DF,Real Madrid,es La Liga,32,1990,18.2,1,9,4,44.4,0.49,0.22,0.11,0.25,14.5,0,0,0,0.8,0.8,0.09,+0.2,+0.2
Nikolas Nartey,dk DEN,"DF,MF",Stuttgart,de Bundesliga,22,2000,5.3,0,4,0,0.0,0.76,0.00,0.00,,23.9,0,0,0,0.3,0.3,0.07,-0.3,-0.3
Juanjo Narváez,co COL,"MF,FW",Valladolid,es La Liga,27,1995,1.6,0,3,0,0.0,1.82,0.00,0.00,,10.6,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Matija Nastasić,rs SRB,DF,Mallorca,es La Liga,29,1993,10.1,1,4,2,50.0,0.40,0.20,0.25,0.50,12.2,0,0,0,0.5,0.5,0.13,+0.5,+0.5
Roberto Navarro,es ESP,"MF,FW",Real Sociedad,es La Liga,20,2002,3.9,0,12,5,41.7,3.08,1.28,0.00,0.00,17.0,0,0,0,1.0,1.0,0.09,-1.0,-1.0
Jesús Navas,es ESP,"DF,FW",Sevilla,es La Liga,36,1985,22.0,0,10,3,30.0,0.45,0.14,0.00,0.00,24.8,0,0,0,0.3,0.3,0.03,-0.3,-0.3
Keylor Navas,cr CRC,GK,Nott'ham Forest,eng Premier League,35,1986,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Michel Ndary Adopo,fr FRA,"MF,DF",Torino,it Serie A,22,2000,2.9,0,2,0,0.0,0.68,0.00,0.00,,14.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
Youssouf Ndayishimiye,bi BDI,"MF,DF",Nice,fr Ligue 1,23,1998,6.3,1,8,4,50.0,1.27,0.63,0.13,0.25,18.2,0,0,0,0.5,0.5,0.06,+0.5,+0.5
Papa Ndiaga Yade,sn SEN,"DF,MF",Troyes,fr Ligue 1,22,2000,6.3,0,10,3,30.0,1.58,0.48,0.00,0.00,20.3,0,0,0,0.7,0.7,0.07,-0.7,-0.7
Wilfred Ndidi,ng NGA,MF,Leicester City,eng Premier League,25,1996,18.7,0,7,2,28.6,0.38,0.11,0.00,0.00,25.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2
Tanguy Ndombele,fr FRA,MF,Napoli,it Serie A,25,1996,9.0,1,16,2,12.5,1.78,0.22,0.06,0.50,22.4,0,0,0,1.0,1.0,0.06,0.0,0.0
Álvaro Negredo,es ESP,FW,Cádiz,es La Liga,36,1985,8.4,1,22,7,31.8,2.62,0.83,0.05,0.14,16.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8
Reiss Nelson,eng ENG,FW,Arsenal,eng Premier League,22,1999,2.4,3,12,7,58.3,5.09,2.97,0.25,0.43,16.4,1,0,0,1.1,1.1,0.09,+1.9,+1.9
Ilija Nestorovski,mk MKD,"FW,MF",Udinese,it Serie A,32,1990,7.1,2,14,4,28.6,1.97,0.56,0.14,0.50,15.2,0,0,0,1.6,1.6,0.11,+0.4,+0.4
Neto,br BRA,GK,Bournemouth,eng Premier League,33,1989,26.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Pedro Neto,pt POR,"FW,MF",Wolves,eng Premier League,22,2000,10.7,0,17,3,17.6,1.59,0.28,0.00,0.00,20.7,1,0,0,1.1,1.1,0.06,-1.1,-1.1
Luca Netz,de GER,DF,M'Gladbach,de Bundesliga,19,2003,7.8,1,4,2,50.0,0.51,0.26,0.25,0.50,14.8,0,0,0,1.0,1.0,0.26,0.0,0.0
Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,36,1986,12.0,0,2,1,50.0,0.17,0.08,0.00,0.00,9.0,0,0,0,0.2,0.2,0.11,-0.2,-0.2
Florian Neuhaus,de GER,MF,M'Gladbach,de Bundesliga,25,1997,15.6,1,28,6,21.4,1.79,0.38,0.04,0.17,21.6,0,0,0,2.0,2.0,0.07,-1.0,-1.0
Rúben Neves,pt POR,MF,Wolves,eng Premier League,25,1997,33.5,6,63,13,20.6,1.88,0.39,0.05,0.23,26.7,11,3,3,5.2,2.8,0.04,+0.8,+0.2
Neymar,br BRA,"MF,FW",Paris S-G,fr Ligue 1,30,1992,17.2,13,36,18,50.0,2.10,1.05,0.31,0.61,16.8,6,2,2,8.1,6.5,0.18,+4.9,+4.5
Jessic Ngankam,de GER,"FW,MF",Hertha BSC,de Bundesliga,22,2000,9.2,4,18,7,38.9,1.96,0.76,0.17,0.43,13.8,0,1,1,4.1,3.3,0.19,-0.1,-0.3
Cyril Ngonge,be BEL,"MF,FW",Hellas Verona,it Serie A,22,2000,8.3,3,26,10,38.5,3.14,1.21,0.12,0.30,23.5,0,0,0,2.0,2.0,0.08,+1.0,+1.0
Moussa Niakhate,sn SEN,DF,Nott'ham Forest,eng Premier League,26,1996,12.9,0,6,3,50.0,0.46,0.23,0.00,0.00,12.4,0,0,0,0.6,0.6,0.10,-0.6,-0.6
Ibrahima Niane,sn SEN,FW,Angers,fr Ligue 1,23,1999,12.6,2,26,11,42.3,2.06,0.87,0.08,0.18,13.7,0,0,0,3.4,3.4,0.13,-1.4,-1.4
M'Baye Niang,sn SEN,FW,Auxerre,fr Ligue 1,27,1994,16.5,6,36,12,33.3,2.19,0.73,0.08,0.25,13.5,0,3,3,7.2,4.9,0.14,-1.2,-1.9
Tanguy Nianzou,fr FRA,DF,Sevilla,es La Liga,20,2002,15.2,1,6,1,16.7,0.40,0.07,0.17,1.00,12.0,0,0,0,0.5,0.5,0.08,+0.5,+0.5
Rasmus Nicolaisen,dk DEN,DF,Toulouse,fr Ligue 1,25,1997,33.3,0,13,7,53.8,0.39,0.21,0.00,0.00,11.5,0,0,0,1.2,1.2,0.09,-1.2,-1.2
Hans Nicolussi Caviglia,it ITA,MF,Salernitana,it Serie A,22,2000,6.5,1,5,1,20.0,0.77,0.15,0.20,1.00,23.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6
Florian Niederlechner,de GER,"FW,MF",Augsburg,de Bundesliga,31,1990,10.1,4,28,15,53.6,2.77,1.48,0.14,0.27,15.7,0,0,0,2.9,2.9,0.10,+1.1,+1.1
Florian Niederlechner,de GER,FW,Hertha BSC,de Bundesliga,31,1990,8.7,1,21,7,33.3,2.42,0.81,0.05,0.14,15.1,0,0,0,2.3,2.3,0.11,-1.3,-1.3
Saúl Ñíguez,es ESP,"MF,DF",Atlético Madrid,es La Liga,27,1994,12.2,3,21,9,42.9,1.72,0.74,0.14,0.33,17.2,0,0,0,2.4,2.4,0.11,+0.6,+0.6
Dimitris Nikolaou,gr GRE,DF,Spezia,it Serie A,23,1998,32.9,1,10,3,30.0,0.30,0.09,0.10,0.33,20.3,0,0,0,0.8,0.8,0.08,+0.2,+0.2
Fernando Niño,es ESP,"MF,FW",Villarreal,es La Liga,21,2000,0.2,0,1,0,0.0,4.09,0.00,0.00,,11.9,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Rasmus Nissen,dk DEN,DF,Leeds United,eng Premier League,25,1997,21.8,3,13,5,38.5,0.60,0.23,0.23,0.60,15.2,0,0,0,0.8,0.8,0.06,+2.2,+2.2
Justin Njinmah,de GER,FW,Dortmund,de Bundesliga,21,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Eddie Nketiah,eng ENG,FW,Arsenal,eng Premier League,23,1999,12.1,4,41,14,34.1,3.39,1.16,0.10,0.29,11.3,0,0,0,8.2,8.2,0.20,-4.2,-4.2
Christopher Nkunku,fr FRA,"FW,MF",RB Leipzig,de Bundesliga,24,1997,21.1,16,70,25,35.7,3.32,1.19,0.19,0.52,15.9,7,3,4,14.4,11.3,0.16,+1.6,+1.7
Felix Nmecha,de GER,MF,Wolfsburg,de Bundesliga,21,2000,20.4,3,37,9,24.3,1.81,0.44,0.08,0.33,17.1,0,0,0,2.7,2.7,0.07,+0.3,+0.3
Lukas Nmecha,de GER,FW,Wolfsburg,de Bundesliga,23,1998,10.0,4,22,7,31.8,2.20,0.70,0.18,0.57,14.1,0,0,0,3.0,3.0,0.14,+1.0,+1.0
Diego Noguerol,es ESP,"FW,MF",Valencia,es La Liga,20,2002,5.0,3,12,8,66.7,2.42,1.61,0.25,0.38,10.5,0,0,0,3.5,3.5,0.30,-0.5,-0.5
Arnaud Nordin,fr FRA,FW,Montpellier,fr Ligue 1,24,1998,26.7,9,59,24,40.7,2.21,0.90,0.15,0.38,16.1,0,0,0,6.5,6.5,0.11,+2.5,+2.5
Riad Nouri,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,37,1985,18.8,1,16,4,25.0,0.85,0.21,0.06,0.25,16.4,0,0,1,2.4,1.6,0.10,-1.4,-0.6
Hugo Novoa,es ESP,"DF,FW",RB Leipzig,de Bundesliga,19,2003,2.0,1,3,2,66.7,1.47,0.98,0.33,0.50,13.2,0,0,0,0.9,0.9,0.29,+0.1,+0.1
Samuel Ntanda,be BEL,MF,Sampdoria,it Serie A,17,2005,0.0,0,1,1,100.0,22.50,22.50,0.00,0.00,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1
Randy Ntekja,fr FRA,"FW,MF",Elche,es La Liga,24,1997,8.1,0,14,4,28.6,1.74,0.50,0.00,0.00,14.3,0,0,0,1.3,1.3,0.09,-1.3,-1.3
Randy Ntekja,fr FRA,"FW,MF",Rayo Vallecano,es La Liga,24,1997,1.3,0,4,0,0.0,3.10,0.00,0.00,,11.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2
Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,25,1996,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Matheus Nunes,pt POR,MF,Wolves,eng Premier League,23,1998,27.4,1,28,9,32.1,1.02,0.33,0.04,0.11,17.6,1,0,0,2.4,2.4,0.09,-1.4,-1.4
Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,23,1999,18.8,9,84,35,41.7,4.46,1.86,0.11,0.26,15.1,0,0,0,12.1,12.1,0.14,-3.1,-3.1
Unai Núñez,es ESP,DF,Celta Vigo,es La Liga,25,1997,35.0,0,15,5,33.3,0.43,0.14,0.00,0.00,14.4,0,0,0,1.2,1.2,0.08,-1.2,-1.2
Bram Nuytinck,nl NED,DF,Udinese,it Serie A,32,1990,4.3,0,1,0,0.0,0.23,0.00,0.00,,8.4,0,0,0,0.0,0.0,0.03,0.0,0.0
Bram Nuytinck,nl NED,DF,Sampdoria,it Serie A,32,1990,16.6,0,4,0,0.0,0.24,0.00,0.00,,10.7,0,0,0,0.3,0.3,0.06,-0.3,-0.3
Ethan Nwaneri,eng ENG,FW,Arsenal,eng Premier League,15,2007,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Gerzino Nyamsi,fr FRA,DF,Strasbourg,fr Ligue 1,25,1997,17.5,1,14,7,50.0,0.80,0.40,0.07,0.14,10.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5
Ørjan Nyland,no NOR,GK,RB Leipzig,de Bundesliga,31,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
M'Bala Nzola,ao ANG,FW,Spezia,it Serie A,25,1996,29.5,13,60,20,33.3,2.04,0.68,0.17,0.50,14.9,0,3,3,11.0,8.6,0.14,+2.0,+1.4
Christian Nørgaard,dk DEN,MF,Brentford,eng Premier League,28,1994,19.6,1,19,8,42.1,0.97,0.41,0.05,0.13,11.4,0,0,0,1.6,1.6,0.08,-0.6,-0.6
Lewis O'Brien,eng ENG,MF,Nott'ham Forest,eng Premier League,23,1998,6.5,1,7,2,28.6,1.08,0.31,0.14,0.50,23.8,0,0,0,0.3,0.3,0.05,+0.7,+0.7
Pedro Obiang,gq EQG,MF,Sassuolo,it Serie A,30,1992,9.7,0,7,0,0.0,0.72,0.00,0.00,,19.9,0,0,0,0.4,0.4,0.06,-0.4,-0.4
Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,29,1993,27.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
Brian Ocampo,uy URU,"MF,FW",Cádiz,es La Liga,23,1999,12.4,1,13,2,15.4,1.05,0.16,0.08,0.50,21.3,0,0,0,0.5,0.5,0.04,+0.5,+0.5
Lucas Ocampos,ar ARG,"FW,MF",Sevilla,es La Liga,28,1994,12.9,4,27,6,22.2,2.09,0.46,0.04,0.17,16.4,0,3,3,4.5,2.1,0.08,-0.5,-1.1
Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,37,1985,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
