Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,25,1996,29.6,80,2.71,54,1,9,8,7,1,10,0.34,4,1,2,2,1,0
Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,21,2000,2.5,7,2.84,3,3,0,0,1,0,1,0.41,1,0,0,0,0,0
Ben Johnson,eng ENG,DF,West Ham,eng Premier League,22,2000,9.6,8,0.83,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,eng Premier League,21,2001,32.6,55,1.69,36,0,6,7,5,1,11,0.34,5,0,1,3,2,0
Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,29,1993,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22,2000,9.6,18,1.87,14,0,2,1,1,0,3,0.31,1,0,1,0,1,0
Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,21,2001,11.5,38,3.30,31,0,4,1,1,1,4,0.35,3,0,1,0,0,0
Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,25,1997,28.2,110,3.91,94,5,6,2,1,2,11,0.39,10,1,0,0,0,0
Joan Jordán,es ESP,MF,Sevilla,es La Liga,28,1994,17.7,30,1.70,23,3,0,0,2,2,2,0.11,1,1,0,0,0,0
Jorginho,it ITA,MF,Arsenal,eng Premier League,30,1991,9.5,21,2.21,19,0,0,0,0,2,5,0.53,4,0,0,0,0,1
Jorginho,it ITA,MF,Chelsea,eng Premier League,30,1991,14.2,29,2.04,29,0,0,0,0,0,2,0.14,2,0,0,0,0,0
Josan,es ESP,"DF,MF",Elche,es La Liga,32,1989,12.0,25,2.09,18,3,1,0,2,1,5,0.42,3,1,0,0,0,1
Willian José,br BRA,FW,Betis,es La Liga,30,1991,8.1,12,1.48,9,0,0,3,0,0,2,0.25,0,0,0,2,0,0
Joselu,es ESP,FW,Espanyol,es La Liga,32,1990,33.2,66,1.99,41,0,4,7,14,0,8,0.24,4,0,0,2,2,0
Mateo Joseph,eng ENG,"FW,MF",Leeds United,eng Premier League,18,2003,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Diogo Jota,pt POR,FW,Liverpool,eng Premier League,25,1996,12.6,33,2.63,23,0,3,5,2,0,5,0.40,4,0,1,0,0,0
Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,32,1989,9.9,32,3.23,24,0,4,1,3,0,6,0.61,5,0,1,0,0,0
Luka Jović,rs SRB,"FW,MF",Fiorentina,it Serie A,24,1997,17.0,48,2.82,33,0,5,8,2,0,4,0.23,3,0,1,0,0,0
Juanmi,es ESP,FW,Betis,es La Liga,29,1993,10.3,20,1.94,13,0,3,1,3,0,2,0.19,1,0,1,0,0,0
Juanpe,es ESP,DF,Girona,es La Liga,31,1991,15.8,15,0.95,14,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Jubal,br BRA,DF,Auxerre,fr Ligue 1,28,1993,35.7,19,0.53,13,3,0,2,1,0,2,0.06,1,0,0,0,1,0
Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29,1993,29.9,19,0.63,16,1,0,2,0,0,4,0.13,3,0,0,1,0,0
Anthony Jung,de GER,"DF,FW",Werder Bremen,de Bundesliga,30,1991,29.1,40,1.38,37,1,1,0,1,0,7,0.24,7,0,0,0,0,0
Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,16,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,31,1990,0.6,1,1.73,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,eng Premier League,22,2000,4.7,20,4.22,12,7,1,0,0,0,1,0.21,1,0,0,0,0,0
Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,22,2000,6.6,26,3.96,21,5,0,0,0,0,6,0.91,4,2,0,0,0,0
Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22,2000,31.4,161,5.13,103,2,27,11,17,1,21,0.67,12,0,4,4,0,1
Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,26,1995,10.4,30,2.89,14,14,0,2,0,0,3,0.29,1,2,0,0,0,0
James Justin,eng ENG,DF,Leicester City,eng Premier League,24,1998,13.9,21,1.51,17,0,2,0,2,0,2,0.14,0,0,1,0,1,0
Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,20,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32,1990,12.3,9,0.73,5,4,0,0,0,0,1,0.08,0,1,0,0,0,0
Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22,2000,26.5,15,0.57,7,0,1,3,1,3,4,0.15,1,0,1,1,0,1
Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21,2001,11.4,35,3.06,30,1,3,0,1,0,1,0.09,1,0,0,0,0,0
Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,28,1994,0.9,3,3.46,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30,1992,18.5,38,2.05,33,3,1,0,1,0,3,0.16,3,0,0,0,0,0
Tino Kadewere,zw ZIM,"FW,MF",Mallorca,es La Liga,26,1996,6.0,12,1.99,9,0,3,0,0,0,0,0.00,0,0,0,0,0,0
Kaiky,br BRA,DF,Almería,es La Liga,18,2004,6.5,1,0.15,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,29,1992,26.0,127,4.87,67,44,6,4,5,1,17,0.65,13,2,0,1,1,0
Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31,1991,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25,1997,2.6,9,3.48,9,0,0,0,0,0,3,1.16,3,0,0,0,0,0
Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,20,2002,20.5,35,1.70,24,0,1,6,3,1,6,0.29,5,0,0,1,0,0
Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,it Serie A,21,2001,9.6,30,3.14,24,0,2,1,3,0,2,0.21,1,0,0,1,0,0
Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,24,1997,27.1,41,1.51,35,1,3,1,1,0,5,0.18,5,0,0,0,0,0
Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22,2000,28.3,33,1.17,28,2,0,2,0,1,3,0.11,2,1,0,0,0,0
Justin-Noël Kalumba,fr FRA,DF,Angers,fr Ligue 1,17,2004,6.1,8,1.32,3,0,0,1,4,0,0,0.00,0,0,0,0,0,0
Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,25,1996,25.2,85,3.38,67,4,5,3,5,1,17,0.68,13,1,0,1,2,0
Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,21,2000,7.4,11,1.49,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25,1996,4.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,22,1999,19.7,23,1.17,19,0,1,0,3,0,4,0.20,2,0,1,0,1,0
Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,de Bundesliga,20,2002,22.9,69,3.02,61,0,4,1,1,2,14,0.61,14,0,0,0,0,0
Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,30,1992,7.0,12,1.71,11,0,1,0,0,0,1,0.14,1,0,0,0,0,0
Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,31,1990,15.2,41,2.69,39,0,0,1,0,1,5,0.33,5,0,0,0,0,0
Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2001,1.1,8,7.13,3,1,2,1,1,0,2,1.78,1,0,0,1,0,0
Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29,1993,37.8,131,3.46,89,2,13,12,12,3,18,0.48,10,0,2,3,3,0
Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,24,1998,15.7,34,2.16,28,0,3,1,2,0,1,0.06,1,0,0,0,0,0
N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,31,1991,5.8,24,4.17,22,0,1,1,0,0,2,0.35,2,0,0,0,0,0
Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,28,1994,10.8,21,1.94,15,0,1,2,3,0,5,0.46,3,0,1,0,1,0
Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,24,1998,8.0,22,2.77,17,0,3,1,1,0,3,0.38,1,0,2,0,0,0
Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,25,1996,21.8,25,1.15,21,1,0,1,1,1,3,0.14,3,0,0,0,0,0
Ayman Kari,fr FRA,"MF,DF",Lorient,fr Ligue 1,17,2004,1.1,7,6.56,5,0,1,0,1,0,1,0.94,1,0,0,0,0,0
Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,19,2002,1.0,2,1.96,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rick Karsdorp,nl NED,DF,Roma,it Serie A,27,1995,7.9,16,2.03,13,3,0,0,0,0,0,0.00,0,0,0,0,0,0
Denso Kasius,nl NED,DF,Bologna,it Serie A,19,2002,3.8,15,3.94,13,0,2,0,0,0,2,0.52,2,0,0,0,0,0
Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,de Bundesliga,19,2003,0.8,2,2.50,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,24,1998,14.3,36,2.52,25,7,1,1,2,0,5,0.35,1,2,0,1,1,0
Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,23,1998,22.1,62,2.80,35,0,13,10,4,0,6,0.27,3,0,2,0,1,0
Moise Kean,it ITA,FW,Juventus,it Serie A,22,2000,11.1,31,2.80,21,0,4,5,0,1,2,0.18,2,0,0,0,0,0
Michael Keane,eng ENG,DF,Everton,eng Premier League,29,1993,10.9,10,0.91,8,0,0,1,1,0,2,0.18,2,0,0,0,0,0
Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,30,1992,8.5,24,2.83,16,2,0,2,3,1,5,0.59,4,0,0,1,0,0
Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,18,2004,4.0,3,0.75,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0
Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,24.8,24,0.97,17,4,0,3,0,0,4,0.16,2,1,0,1,0,0
Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,7.6,6,0.79,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,27,1995,3.3,12,3.67,10,0,0,2,0,0,0,0.00,0,0,0,0,0,0
Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,22,2000,7.6,11,1.45,11,0,0,0,0,0,3,0.40,3,0,0,0,0,0
Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,22.7,16,0.71,13,1,0,1,1,0,2,0.09,2,0,0,0,0,0
Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,27,0.90,22,1,1,2,0,1,0,0.00,0,0,0,0,0,0
Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,3.1,6,1.96,5,0,0,0,1,0,1,0.33,1,0,0,0,0,0
Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,44,1.76,34,5,0,2,1,2,3,0.12,2,0,0,0,1,0
Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,11.0,21,1.91,15,0,2,4,0,0,2,0.18,1,0,0,1,0,0
Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,22.5,74,3.28,46,12,4,5,7,0,6,0.27,2,0,1,2,1,0
Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,18.2,42,2.31,21,8,3,5,4,1,7,0.39,3,0,0,3,1,0
Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,32.0,34,1.06,27,0,1,0,1,5,3,0.09,2,0,0,0,0,1
Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Kike,es ESP,FW,Osasuna,es La Liga,32,1989,11.3,33,2.91,20,0,4,2,7,0,2,0.18,0,0,0,1,1,0
Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,10,0.80,10,0,0,0,0,0,1,0.08,1,0,0,0,0,0
Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,23,0.63,20,0,0,2,1,0,2,0.05,1,0,0,1,0,0
Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,142,4.55,82,55,1,2,1,1,15,0.48,12,2,0,1,0,0
Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,8.1,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,4.7,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,16.0,15,0.94,9,3,0,1,0,2,1,0.06,1,0,0,0,0,0
Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,11.2,5,0.45,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,3.1,7,2.26,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,10.1,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,16.1,61,3.79,39,8,5,5,2,2,4,0.25,1,0,0,2,1,0
Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,14.3,24,1.68,18,0,1,0,5,0,4,0.28,2,0,0,0,2,0
Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,31.9,23,0.72,18,2,0,3,0,0,4,0.13,3,0,0,1,0,0
Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27.0,4,0.15,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,35.3,15,0.43,11,2,0,2,0,0,2,0.06,2,0,0,0,0,0
Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,17,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,18,2004,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,25.5,54,2.12,42,0,2,6,4,0,4,0.16,2,0,0,1,1,0
Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,28.3,70,2.48,67,0,0,2,1,0,6,0.21,6,0,0,0,0,0
Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,24.6,27,1.10,24,0,1,2,0,0,5,0.20,2,0,1,2,0,0
Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,17,2004,0.7,1,1.55,0,0,1,0,0,0,1,1.55,0,0,1,0,0,0
Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,23,1998,29.2,105,3.59,60,0,20,12,13,0,22,0.75,13,0,4,2,3,0
Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,30,1991,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,18,2004,6.4,7,1.10,3,1,2,0,1,0,1,0.16,1,0,0,0,0,0
Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23,1999,17.2,17,0.99,12,0,1,2,1,1,1,0.06,1,0,0,0,0,0
Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,29,1993,11.2,12,1.07,10,0,0,1,1,0,2,0.18,2,0,0,0,0,0
Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23,1999,17.5,37,2.11,30,0,2,3,0,2,2,0.11,2,0,0,0,0,0
Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21,2001,29.0,61,2.10,44,0,5,3,6,3,5,0.17,5,0,0,0,0,0
Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27,1995,10.2,6,0.59,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0
Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,24,1997,36.9,15,0.41,13,0,0,1,1,0,2,0.05,2,0,0,0,0,0
Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,132,4.16,85,31,3,11,2,0,17,0.54,10,3,1,3,0,0
Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,21,2001,16.9,16,0.95,14,1,0,0,0,1,3,0.18,3,0,0,0,0,0
Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,29,1992,28.5,93,3.26,67,17,3,6,0,0,12,0.42,8,2,0,2,0,0
Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,29,1992,0.8,1,1.23,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,24,1997,20.7,83,4.01,67,0,4,5,7,0,8,0.39,6,0,1,1,0,0
Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,25,1996,29.6,66,2.23,58,0,5,2,1,0,7,0.24,6,0,1,0,0,0
Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29,1992,11.0,4,0.36,3,1,0,0,0,0,1,0.09,1,0,0,0,0,0
Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31,1991,20.0,21,1.05,17,0,0,2,0,2,3,0.15,3,0,0,0,0,0
Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23,1998,27.0,41,1.52,39,1,0,1,0,0,7,0.26,7,0,0,0,0,0
Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25,1997,14.0,11,0.79,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,32,1989,9.8,10,1.02,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28,1994,19.0,62,3.27,53,1,2,4,0,2,3,0.16,3,0,0,0,0,0
Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,26,1996,6.1,12,1.97,10,1,0,0,1,0,1,0.16,0,0,0,0,1,0
Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,de Bundesliga,21,2000,4.2,10,2.37,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,27,1994,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24,1998,26.2,53,2.02,45,0,2,2,3,1,2,0.08,2,0,0,0,0,0
Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,31,1991,26.5,89,3.35,71,3,3,7,5,0,12,0.45,9,0,0,2,1,0
Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,31,1991,24.7,39,1.58,34,0,2,1,2,0,2,0.08,2,0,0,0,0,0
Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21,2001,27.9,44,1.58,37,0,3,1,2,1,4,0.14,3,0,0,0,1,0
Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Raimonds Krollis,lv LVA,"FW,DF",Spezia,it Serie A,20,2001,0.4,1,2.57,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
Toni Kroos,de GER,MF,Real Madrid,es La Liga,32,1990,23.9,103,4.30,64,33,0,3,2,1,6,0.25,5,1,0,0,0,0
Rade Krunić,ba BIH,MF,Milan,it Serie A,28,1993,18.4,41,2.23,35,1,0,2,2,1,6,0.33,6,0,0,0,0,0
Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,34,1988,3.0,10,3.31,8,0,1,1,0,0,1,0.33,1,0,0,0,0,0
Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,29,1992,18.2,18,0.99,13,4,0,0,1,0,1,0.05,1,0,0,0,0,0
Takefusa Kubo,jp JPN,"FW,MF",Real Sociedad,es La Liga,21,2001,27.1,96,3.55,63,10,7,5,10,1,11,0.41,6,0,2,0,2,1
Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,22,2000,23.0,97,4.22,71,5,15,5,0,1,11,0.48,9,1,1,0,0,0
Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,17,2005,14.7,24,1.64,20,1,1,1,0,1,5,0.34,4,1,0,0,0,0
Marash Kumbulla,al ALB,DF,Roma,it Serie A,22,2000,2.9,2,0.69,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Pierre Kunde,cm CMR,"MF,FW",Bochum,de Bundesliga,27,1995,4.2,7,1.67,5,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Alou Kuol,au AUS,FW,Stuttgart,de Bundesliga,21,2000,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Layvin Kurzawa,fr FRA,DF,Fulham,eng Premier League,29,1992,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Khvicha Kvaratskhelia,ge GEO,FW,Napoli,it Serie A,21,2001,28.0,136,4.86,90,3,20,13,8,2,24,0.86,10,1,3,6,4,0
Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,26,1995,24.8,53,2.14,32,0,8,7,4,2,10,0.40,5,0,2,1,1,1
Daniel Kyereh,gh GHA,"MF,FW",Freiburg,de Bundesliga,26,1996,6.2,10,1.60,9,0,0,0,1,0,1,0.16,1,0,0,0,0,0
Giorgos Kyriakopoulos,gr GRE,"DF,FW",Bologna,it Serie A,26,1996,7.8,20,2.56,13,4,1,1,1,0,3,0.38,2,1,0,0,0,0
Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,it Serie A,26,1996,8.5,26,3.05,21,0,2,1,1,1,3,0.35,2,0,0,1,0,0
César de la Hoz,es ESP,MF,Almería,es La Liga,30,1992,18.6,18,0.97,15,0,2,1,0,0,2,0.11,1,0,1,0,0,0
Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24,1998,16.5,35,2.12,31,0,1,1,2,0,5,0.30,4,0,0,1,0,0
Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,19,2003,1.4,1,0.74,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28,1994,27.8,76,2.73,56,8,6,6,0,0,12,0.43,6,0,4,2,0,0
Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28,1994,2.8,10,3.61,6,0,1,3,0,0,1,0.36,0,0,0,1,0,0
Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31,1991,32.5,113,3.47,78,2,10,8,13,2,11,0.34,8,0,0,0,3,0
Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,26,1996,2.4,10,4.25,4,4,0,1,1,0,0,0.00,0,0,0,0,0,0
Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22,2000,18.1,13,0.72,12,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23,1999,37.0,7,0.19,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,25,1996,9.7,20,2.07,9,0,1,2,8,0,3,0.31,0,0,0,0,3,0
Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,16.3,41,2.52,34,0,2,1,1,3,5,0.31,4,0,0,0,0,1
Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,29,1992,9.1,13,1.43,11,1,0,0,1,0,0,0.00,0,0,0,0,0,0
Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,30,1991,15.7,40,2.54,20,16,1,1,2,0,3,0.19,3,0,0,0,0,0
Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,34,1988,8.0,22,2.75,22,0,0,0,0,0,2,0.25,2,0,0,0,0,0
Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32,1990,7.0,5,0.72,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,30,1992,20.5,74,3.61,50,6,5,8,5,0,6,0.29,2,0,2,1,1,0
Mohamed Lamine Bayo,gn GUI,"FW,MF",Lille,fr Ligue 1,24,1998,7.2,26,3.60,13,0,5,5,2,1,3,0.42,1,0,1,1,0,0
Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25,1997,12.2,28,2.30,23,0,2,2,0,1,1,0.08,1,0,0,0,0,0
Sam Lammers,nl NED,FW,Empoli,it Serie A,25,1997,9.8,25,2.55,18,1,3,1,2,0,1,0.10,1,0,0,0,0,0
Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,21,2000,5.0,14,2.78,12,0,1,0,1,0,0,0.00,0,0,0,0,0,0
Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,29,1993,2.8,4,1.43,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28,1994,11.0,17,1.54,16,0,0,1,0,0,0,0.00,0,0,0,0,0,0
Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28,1993,18.4,9,0.49,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0
Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27,1995,16.3,33,2.02,21,0,5,5,2,0,7,0.43,5,0,1,1,0,0
Juan Larios,es ESP,DF,Southampton,eng Premier League,18,2004,1.7,1,0.59,1,0,0,0,0,0,1,0.59,1,0,0,0,0,0
